:Data_list: 20120607_Gp_xr_1m.txt
:Created: 2012 Jun 08 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2012 06 07  0241   56085   9660     3.74e-08    1.26e-06
2012 06 07  0242   56085   9720     3.46e-08    1.24e-06
2012 06 07  0243   56085   9780     3.37e-08    1.24e-06
2012 06 07  0244   56085   9840     3.18e-08    1.23e-06
2012 06 07  0245   56085   9900     3.05e-08    1.22e-06
2012 06 07  0246   56085   9960     3.25e-08    1.22e-06
2012 06 07  0247   56085  10020     3.08e-08    1.22e-06
2012 06 07  0248   56085  10080     3.02e-08    1.21e-06
2012 06 07  0249   56085  10140     2.86e-08    1.18e-06
2012 06 07  0250   56085  10200     2.55e-08    1.14e-06
2012 06 07  0251   56085  10260     2.42e-08    1.11e-06
2012 06 07  0252   56085  10320     2.29e-08    1.07e-06
2012 06 07  0253   56085  10380     1.93e-08    1.03e-06
2012 06 07  0254   56085  10440     1.34e-08    1.00e-06
2012 06 07  0255   56085  10500     1.31e-08    9.71e-07
2012 06 07  0256   56085  10560     1.44e-08    9.34e-07
2012 06 07  0257   56085  10620     1.35e-08    9.03e-07
2012 06 07  0258   56085  10680     1.60e-08    8.83e-07
2012 06 07  0259   56085  10740     1.50e-08    8.67e-07
2012 06 07  0300   56085  10800     1.38e-08    8.50e-07
2012 06 07  0301   56085  10860     1.34e-08    8.38e-07
2012 06 07  0302   56085  10920     1.09e-08    8.22e-07
2012 06 07  0303   56085  10980     9.63e-09    7.95e-07
2012 06 07  0304   56085  11040     7.71e-09    7.78e-07
2012 06 07  0305   56085  11100     8.25e-09    7.64e-07
2012 06 07  0306   56085  11160     9.77e-09    7.54e-07
2012 06 07  0307   56085  11220     1.24e-08    7.43e-07
2012 06 07  0308   56085  11280     9.33e-09    7.31e-07
2012 06 07  0309   56085  11340     9.94e-09    7.28e-07
2012 06 07  0310   56085  11400     1.05e-08    7.37e-07
2012 06 07  0311   56085  11460     1.41e-08    7.76e-07
2012 06 07  0312   56085  11520     1.82e-08    8.20e-07
2012 06 07  0313   56085  11580     1.76e-08    8.43e-07
2012 06 07  0314   56085  11640     1.89e-08    8.64e-07
2012 06 07  0315   56085  11700     2.10e-08    8.84e-07
2012 06 07  0316   56085  11760     2.19e-08    9.03e-07
2012 06 07  0317   56085  11820     2.22e-08    9.23e-07
2012 06 07  0318   56085  11880     2.60e-08    9.43e-07
2012 06 07  0319   56085  11940     2.42e-08    9.51e-07
2012 06 07  0320   56085  12000     2.44e-08    9.49e-07
2012 06 07  0321   56085  12060     2.40e-08    9.41e-07
2012 06 07  0322   56085  12120     1.99e-08    9.16e-07
2012 06 07  0323   56085  12180     1.73e-08    8.97e-07
2012 06 07  0324   56085  12240     1.42e-08    8.83e-07
2012 06 07  0325   56085  12300     1.45e-08    8.79e-07
2012 06 07  0326   56085  12360     1.69e-08    8.97e-07
2012 06 07  0327   56085  12420     1.98e-08    9.32e-07
2012 06 07  0328   56085  12480     2.51e-08    9.82e-07
2012 06 07  0329   56085  12540     2.55e-08    1.02e-06
2012 06 07  0330   56085  12600     2.39e-08    1.01e-06
2012 06 07  0331   56085  12660     1.74e-08    9.70e-07
2012 06 07  0332   56085  12720     1.50e-08    9.44e-07
2012 06 07  0333   56085  12780     1.50e-08    9.38e-07
2012 06 07  0334   56085  12840     1.36e-08    9.33e-07
2012 06 07  0335   56085  12900     1.38e-08    9.02e-07
2012 06 07  0336   56085  12960     1.27e-08    8.81e-07
2012 06 07  0337   56085  13020     1.04e-08    8.63e-07
2012 06 07  0338   56085  13080     1.02e-08    8.41e-07
2012 06 07  0339   56085  13140     9.02e-09    8.34e-07
2012 06 07  0340   56085  13200     9.59e-09    8.31e-07
2012 06 07  0341   56085  13260     1.01e-08    8.12e-07
2012 06 07  0342   56085  13320     1.03e-08    7.90e-07
2012 06 07  0343   56085  13380     1.02e-08    7.77e-07
2012 06 07  0344   56085  13440     8.25e-09    7.63e-07
2012 06 07  0345   56085  13500     8.87e-09    7.53e-07
2012 06 07  0346   56085  13560     8.10e-09    7.53e-07
2012 06 07  0347   56085  13620     1.07e-08    7.53e-07
2012 06 07  0348   56085  13680     9.29e-09    7.58e-07
2012 06 07  0349   56085  13740     1.01e-08    7.69e-07
2012 06 07  0350   56085  13800     1.04e-08    7.75e-07
2012 06 07  0351   56085  13860     1.02e-08    7.80e-07
2012 06 07  0352   56085  13920     1.16e-08    7.78e-07
2012 06 07  0353   56085  13980     1.11e-08    7.78e-07
2012 06 07  0354   56085  14040     1.07e-08    7.74e-07
2012 06 07  0355   56085  14100     8.52e-09    7.69e-07
2012 06 07  0356   56085  14160     7.64e-09    7.62e-07
2012 06 07  0357   56085  14220     7.77e-09    7.66e-07
2012 06 07  0358   56085  14280     8.94e-09    7.90e-07
2012 06 07  0359   56085  14340     1.01e-08    7.89e-07
2012 06 07  0400   56085  14400     8.96e-09    7.81e-07
2012 06 07  0401   56085  14460     9.10e-09    7.87e-07
2012 06 07  0402   56085  14520     8.60e-09    7.94e-07
2012 06 07  0403   56085  14580     1.12e-08    8.03e-07
2012 06 07  0404   56085  14640     1.30e-08    8.20e-07
2012 06 07  0405   56085  14700     1.27e-08    8.24e-07
2012 06 07  0406   56085  14760     1.22e-08    8.16e-07
2012 06 07  0407   56085  14820     8.55e-09    8.09e-07
2012 06 07  0408   56085  14880     9.13e-09    8.03e-07
2012 06 07  0409   56085  14940     1.06e-08    7.95e-07
2012 06 07  0410   56085  15000     8.73e-09    8.18e-07
2012 06 07  0411   56085  15060     1.15e-08    8.34e-07
2012 06 07  0412   56085  15120     2.57e-08    9.29e-07
2012 06 07  0413   56085  15180     2.17e-08    9.39e-07
2012 06 07  0414   56085  15240     1.84e-08    9.07e-07
2012 06 07  0415   56085  15300     1.42e-08    8.76e-07
2012 06 07  0416   56085  15360     1.15e-08    8.51e-07
2012 06 07  0417   56085  15420     8.81e-09    8.31e-07
2012 06 07  0418   56085  15480     8.02e-09    8.10e-07
2012 06 07  0419   56085  15540     8.63e-09    8.10e-07
2012 06 07  0420   56085  15600     1.02e-08    7.99e-07
2012 06 07  0421   56085  15660     1.04e-08    8.03e-07
2012 06 07  0422   56085  15720     1.26e-08    7.94e-07
2012 06 07  0423   56085  15780     9.06e-09    7.92e-07
2012 06 07  0424   56085  15840     1.06e-08    8.15e-07
2012 06 07  0425   56085  15900     8.63e-09    8.09e-07
2012 06 07  0426   56085  15960     5.91e-09    8.05e-07
2012 06 07  0427   56085  16020     6.28e-09    7.89e-07
2012 06 07  0428   56085  16080     9.36e-09    7.79e-07
2012 06 07  0429   56085  16140     9.40e-09    7.76e-07
2012 06 07  0430   56085  16200     9.86e-09    7.73e-07
2012 06 07  0431   56085  16260     1.05e-08    7.68e-07
2012 06 07  0432   56085  16320     1.01e-08    7.60e-07
2012 06 07  0433   56085  16380     9.13e-09    7.53e-07
2012 06 07  0434   56085  16440     7.21e-09    7.42e-07
2012 06 07  0435   56085  16500     8.75e-09    7.37e-07
2012 06 07  0436   56085  16560     8.98e-09    7.29e-07
2012 06 07  0437   56085  16620     8.92e-09    7.28e-07
2012 06 07  0438   56085  16680     8.79e-09    7.28e-07
2012 06 07  0439   56085  16740     7.71e-09    7.32e-07
2012 06 07  0440   56085  16800     7.71e-09    7.28e-07
2012 06 07  0441   56085  16860     6.32e-09    7.23e-07
2012 06 07  0442   56085  16920     7.10e-09    7.28e-07
2012 06 07  0443   56085  16980     6.18e-09    7.30e-07
2012 06 07  0444   56085  17040     3.22e-09    7.21e-07
2012 06 07  0445   56085  17100     3.25e-09    7.11e-07
2012 06 07  0446   56085  17160     3.37e-09    7.07e-07
2012 06 07  0447   56085  17220     4.90e-09    7.04e-07
2012 06 07  0448   56085  17280     4.08e-09    7.05e-07
2012 06 07  0449   56085  17340     2.14e-09    7.10e-07
2012 06 07  0450   56085  17400     3.68e-09    7.19e-07
2012 06 07  0451   56085  17460     5.39e-09    7.24e-07
2012 06 07  0452   56085  17520     4.68e-09    7.26e-07
2012 06 07  0453   56085  17580     4.75e-09    7.25e-07
2012 06 07  0454   56085  17640     3.35e-09    7.24e-07
2012 06 07  0455   56085  17700     3.89e-09    7.18e-07
2012 06 07  0456   56085  17760     4.75e-09    7.12e-07
2012 06 07  0457   56085  17820     3.42e-09    7.12e-07
2012 06 07  0458   56085  17880     6.02e-09    7.16e-07
2012 06 07  0459   56085  17940     5.02e-09    7.15e-07
2012 06 07  0500   56085  18000     7.44e-09    7.28e-07
2012 06 07  0501   56085  18060     8.29e-09    7.41e-07
2012 06 07  0502   56085  18120     7.75e-09    7.45e-07
2012 06 07  0503   56085  18180     8.37e-09    7.47e-07
2012 06 07  0504   56085  18240     5.36e-09    7.46e-07
2012 06 07  0505   56085  18300     5.94e-09    7.46e-07
2012 06 07  0506   56085  18360     3.87e-09    7.41e-07
2012 06 07  0507   56085  18420     3.49e-09    7.44e-07
2012 06 07  0508   56085  18480     2.62e-09    7.45e-07
2012 06 07  0509   56085  18540     3.56e-09    7.45e-07
2012 06 07  0510   56085  18600     3.75e-09    7.46e-07
2012 06 07  0511   56085  18660     5.58e-09    7.39e-07
2012 06 07  0512   56085  18720     1.91e-09    7.30e-07
2012 06 07  0513   56085  18780     1.98e-09    7.24e-07
2012 06 07  0514   56085  18840     1.66e-09    7.22e-07
2012 06 07  0515   56085  18900     5.02e-09    7.24e-07
2012 06 07  0516   56085  18960     4.14e-09    7.36e-07
2012 06 07  0517   56085  19020     5.48e-09    7.24e-07
2012 06 07  0518   56085  19080     3.91e-09    7.09e-07
2012 06 07  0519   56085  19140     3.66e-09    7.10e-07
2012 06 07  0520   56085  19200     5.98e-09    7.09e-07
2012 06 07  0521   56085  19260     5.99e-09    7.04e-07
2012 06 07  0522   56085  19320     5.41e-09    7.10e-07
2012 06 07  0523   56085  19380     6.98e-09    7.25e-07
2012 06 07  0524   56085  19440     9.59e-09    7.35e-07
2012 06 07  0525   56085  19500     6.41e-09    7.34e-07
2012 06 07  0526   56085  19560     5.29e-09    7.29e-07
2012 06 07  0527   56085  19620     7.67e-09    7.21e-07
2012 06 07  0528   56085  19680     6.73e-09    7.14e-07
2012 06 07  0529   56085  19740     4.18e-09    7.05e-07
2012 06 07  0530   56085  19800     4.22e-09    6.94e-07
2012 06 07  0531   56085  19860     5.65e-09    6.89e-07
2012 06 07  0532   56085  19920     4.14e-09    6.87e-07
2012 06 07  0533   56085  19980     4.29e-09    6.79e-07
2012 06 07  0534   56085  20040     5.21e-09    6.76e-07
2012 06 07  0535   56085  20100     4.39e-09    6.72e-07
2012 06 07  0536   56085  20160     4.25e-09    6.68e-07
2012 06 07  0537   56085  20220     3.83e-09    6.63e-07
2012 06 07  0538   56085  20280     3.05e-09    6.64e-07
2012 06 07  0539   56085  20340     2.19e-09    6.55e-07
2012 06 07  0540   56085  20400     1.81e-09    6.48e-07
2012 06 07  0541   56085  20460     3.08e-09    6.35e-07
2012 06 07  0542   56085  20520     4.48e-09    6.37e-07
2012 06 07  0543   56085  20580     4.06e-09    6.41e-07
2012 06 07  0544   56085  20640     4.41e-09    6.43e-07
2012 06 07  0545   56085  20700     5.99e-09    6.49e-07
2012 06 07  0546   56085  20760     7.94e-09    6.50e-07
2012 06 07  0547   56085  20820     9.17e-09    6.52e-07
2012 06 07  0548   56085  20880     4.69e-09    6.62e-07
2012 06 07  0549   56085  20940     5.98e-09    6.77e-07
2012 06 07  0550   56085  21000     1.16e-08    6.84e-07
2012 06 07  0551   56085  21060     1.16e-08    6.99e-07
2012 06 07  0552   56085  21120     1.61e-08    7.40e-07
2012 06 07  0553   56085  21180     2.75e-08    8.54e-07
2012 06 07  0554   56085  21240     5.79e-08    1.10e-06
2012 06 07  0555   56085  21300     9.15e-08    1.38e-06
2012 06 07  0556   56085  21360     9.62e-08    1.59e-06
2012 06 07  0557   56085  21420     7.79e-08    1.59e-06
2012 06 07  0558   56085  21480     6.06e-08    1.51e-06
2012 06 07  0559   56085  21540     5.38e-08    1.45e-06
2012 06 07  0600   56085  21600     5.14e-08    1.39e-06
2012 06 07  0601   56085  21660     4.79e-08    1.34e-06
2012 06 07  0602   56085  21720     4.61e-08    1.30e-06
2012 06 07  0603   56085  21780     4.59e-08    1.28e-06
2012 06 07  0604   56085  21840     4.79e-08    1.27e-06
2012 06 07  0605   56085  21900     4.26e-08    1.24e-06
2012 06 07  0606   56085  21960     4.18e-08    1.23e-06
2012 06 07  0607   56085  22020     4.11e-08    1.22e-06
2012 06 07  0608   56085  22080     3.88e-08    1.20e-06
2012 06 07  0609   56085  22140     3.61e-08    1.16e-06
2012 06 07  0610   56085  22200     3.30e-08    1.13e-06
2012 06 07  0611   56085  22260     2.85e-08    1.08e-06
2012 06 07  0612   56085  22320     2.67e-08    1.05e-06
2012 06 07  0613   56085  22380     2.29e-08    1.01e-06
2012 06 07  0614   56085  22440     2.16e-08    9.74e-07
2012 06 07  0615   56085  22500     1.78e-08    9.42e-07
2012 06 07  0616   56085  22560     1.48e-08    9.06e-07
2012 06 07  0617   56085  22620     1.31e-08    8.79e-07
2012 06 07  0618   56085  22680     1.15e-08    8.52e-07
2012 06 07  0619   56085  22740     9.98e-09    8.26e-07
2012 06 07  0620   56085  22800     9.90e-09    8.03e-07
2012 06 07  0621   56085  22860     8.52e-09    7.87e-07
2012 06 07  0622   56085  22920     7.77e-09    7.61e-07
2012 06 07  0623   56085  22980     8.71e-09    7.38e-07
2012 06 07  0624   56085  23040     6.37e-09    7.25e-07
2012 06 07  0625   56085  23100     5.21e-09    7.07e-07
2012 06 07  0626   56085  23160     7.02e-09    6.92e-07
2012 06 07  0627   56085  23220     4.14e-09    6.86e-07
2012 06 07  0628   56085  23280     7.62e-09    6.80e-07
2012 06 07  0629   56085  23340     4.79e-09    6.70e-07
2012 06 07  0630   56085  23400     5.21e-09    6.68e-07
2012 06 07  0631   56085  23460     6.25e-09    6.65e-07
2012 06 07  0632   56085  23520     4.31e-09    6.59e-07
2012 06 07  0633   56085  23580     3.50e-09    6.60e-07
2012 06 07  0634   56085  23640     6.33e-09    6.64e-07
2012 06 07  0635   56085  23700     4.80e-09    6.74e-07
2012 06 07  0636   56085  23760     7.60e-09    6.85e-07
2012 06 07  0637   56085  23820     7.67e-09    6.86e-07
2012 06 07  0638   56085  23880     4.95e-09    6.76e-07
2012 06 07  0639   56085  23940     4.69e-09    6.67e-07
2012 06 07  0640   56085  24000     5.29e-09    6.57e-07
2012 06 07  0641   56085  24060     5.87e-09    6.58e-07
2012 06 07  0642   56085  24120     6.13e-09    6.61e-07
2012 06 07  0643   56085  24180     5.60e-09    6.63e-07
2012 06 07  0644   56085  24240     6.64e-09    6.65e-07
2012 06 07  0645   56085  24300     8.66e-09    6.82e-07
2012 06 07  0646   56085  24360     8.52e-09    6.89e-07
2012 06 07  0647   56085  24420     8.52e-09    6.92e-07
2012 06 07  0648   56085  24480     9.63e-09    6.95e-07
2012 06 07  0649   56085  24540     9.96e-09    7.05e-07
2012 06 07  0650   56085  24600     8.25e-09    7.01e-07
2012 06 07  0651   56085  24660     7.17e-09    7.00e-07
2012 06 07  0652   56085  24720     8.81e-09    7.00e-07
2012 06 07  0653   56085  24780     6.33e-09    6.94e-07
2012 06 07  0654   56085  24840     8.56e-09    6.93e-07
2012 06 07  0655   56085  24900     8.44e-09    6.84e-07
2012 06 07  0656   56085  24960     8.75e-09    6.73e-07
2012 06 07  0657   56085  25020     5.56e-09    6.64e-07
2012 06 07  0658   56085  25080     3.02e-09    6.56e-07
2012 06 07  0659   56085  25140     4.11e-09    6.53e-07
2012 06 07  0700   56085  25200     6.25e-09    6.52e-07
2012 06 07  0701   56085  25260     4.71e-09    6.45e-07
2012 06 07  0702   56085  25320     6.28e-09    6.55e-07
2012 06 07  0703   56085  25380     6.83e-09    6.75e-07
2012 06 07  0704   56085  25440     7.29e-09    6.79e-07
2012 06 07  0705   56085  25500     5.32e-09    6.79e-07
2012 06 07  0706   56085  25560     6.33e-09    6.75e-07
2012 06 07  0707   56085  25620     5.94e-09    6.62e-07
2012 06 07  0708   56085  25680     6.64e-09    6.52e-07
2012 06 07  0709   56085  25740     6.25e-09    6.44e-07
2012 06 07  0710   56085  25800     8.17e-09    6.39e-07
2012 06 07  0711   56085  25860     6.98e-09    6.33e-07
2012 06 07  0712   56085  25920     6.69e-09    6.30e-07
2012 06 07  0713   56085  25980     6.87e-09    6.23e-07
2012 06 07  0714   56085  26040     6.91e-09    6.21e-07
2012 06 07  0715   56085  26100     7.52e-09    6.23e-07
2012 06 07  0716   56085  26160     6.54e-09    6.27e-07
2012 06 07  0717   56085  26220     4.45e-09    6.30e-07
2012 06 07  0718   56085  26280     5.33e-09    6.30e-07
2012 06 07  0719   56085  26340     5.47e-09    6.26e-07
2012 06 07  0720   56085  26400     5.91e-09    6.25e-07
2012 06 07  0721   56085  26460     7.79e-09    6.32e-07
2012 06 07  0722   56085  26520     6.21e-09    6.45e-07
2012 06 07  0723   56085  26580     7.60e-09    6.57e-07
2012 06 07  0724   56085  26640     1.00e-08    6.74e-07
