:Data_list: 20120629_Gp_xr_1m.txt
:Created: 2012 Jun 30 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2012 06 29  0124   56107   5040     1.51e-06    5.91e-06
2012 06 29  0125   56107   5100     1.27e-06    6.78e-06
2012 06 29  0126   56107   5160     7.73e-07    6.21e-06
2012 06 29  0127   56107   5220     3.50e-07    4.38e-06
2012 06 29  0128   56107   5280     1.38e-07    2.60e-06
2012 06 29  0129   56107   5340     5.18e-08    1.43e-06
2012 06 29  0130   56107   5400     2.16e-08    8.67e-07
2012 06 29  0131   56107   5460     1.21e-08    6.20e-07
2012 06 29  0132   56107   5520     7.14e-09    4.94e-07
2012 06 29  0133   56107   5580     3.45e-09    4.39e-07
2012 06 29  0134   56107   5640     2.46e-09    4.15e-07
2012 06 29  0135   56107   5700     1.08e-09    3.97e-07
2012 06 29  0136   56107   5760     1.04e-09    3.90e-07
2012 06 29  0137   56107   5820     1.82e-09    3.88e-07
2012 06 29  0138   56107   5880     2.98e-09    3.93e-07
2012 06 29  0139   56107   5940     2.65e-09    3.99e-07
2012 06 29  0140   56107   6000     1.04e-09    4.04e-07
2012 06 29  0141   56107   6060     1.06e-09    4.04e-07
2012 06 29  0142   56107   6120     1.71e-09    4.15e-07
2012 06 29  0143   56107   6180     2.18e-09    4.10e-07
2012 06 29  0144   56107   6240     1.64e-09    4.05e-07
2012 06 29  0145   56107   6300     1.02e-09    4.07e-07
2012 06 29  0146   56107   6360     1.00e-09    4.14e-07
2012 06 29  0147   56107   6420     2.13e-09    4.35e-07
2012 06 29  0148   56107   6480     2.36e-09    4.28e-07
2012 06 29  0149   56107   6540     3.79e-09    4.27e-07
2012 06 29  0150   56107   6600     4.68e-09    4.24e-07
2012 06 29  0151   56107   6660     4.65e-09    4.37e-07
2012 06 29  0152   56107   6720     3.14e-09    4.12e-07
2012 06 29  0153   56107   6780     1.02e-09    3.98e-07
2012 06 29  0154   56107   6840     1.00e-09    3.95e-07
2012 06 29  0155   56107   6900     1.17e-09    3.88e-07
2012 06 29  0156   56107   6960     1.02e-09    3.84e-07
2012 06 29  0157   56107   7020     1.00e-09    3.83e-07
2012 06 29  0158   56107   7080     1.10e-09    3.80e-07
2012 06 29  0159   56107   7140     1.06e-09    3.81e-07
2012 06 29  0200   56107   7200     1.00e-09    3.82e-07
2012 06 29  0201   56107   7260     1.00e-09    3.80e-07
2012 06 29  0202   56107   7320     1.29e-09    3.79e-07
2012 06 29  0203   56107   7380     2.36e-09    3.81e-07
2012 06 29  0204   56107   7440     3.14e-09    3.89e-07
2012 06 29  0205   56107   7500     3.55e-09    4.03e-07
2012 06 29  0206   56107   7560     1.00e-09    3.94e-07
2012 06 29  0207   56107   7620     1.00e-09    3.89e-07
2012 06 29  0208   56107   7680     1.00e-09    3.96e-07
2012 06 29  0209   56107   7740     1.63e-09    4.06e-07
2012 06 29  0210   56107   7800     2.91e-09    4.15e-07
2012 06 29  0211   56107   7860     5.43e-09    4.33e-07
2012 06 29  0212   56107   7920     1.20e-08    5.19e-07
2012 06 29  0213   56107   7980     1.06e-08    5.40e-07
2012 06 29  0214   56107   8040     7.51e-09    5.25e-07
2012 06 29  0215   56107   8100     5.91e-09    5.08e-07
2012 06 29  0216   56107   8160     3.68e-09    5.00e-07
2012 06 29  0217   56107   8220     4.75e-09    4.94e-07
2012 06 29  0218   56107   8280     6.06e-09    4.90e-07
2012 06 29  0219   56107   8340     2.66e-09    4.93e-07
2012 06 29  0220   56107   8400     1.06e-09    4.98e-07
2012 06 29  0221   56107   8460     3.36e-09    5.05e-07
2012 06 29  0222   56107   8520     7.40e-09    5.27e-07
2012 06 29  0223   56107   8580     7.94e-09    5.36e-07
2012 06 29  0224   56107   8640     1.24e-08    5.68e-07
2012 06 29  0225   56107   8700     2.75e-09    5.38e-07
2012 06 29  0226   56107   8760     1.00e-09    5.00e-07
2012 06 29  0227   56107   8820     1.00e-09    4.89e-07
2012 06 29  0228   56107   8880     1.70e-09    4.95e-07
2012 06 29  0229   56107   8940     4.94e-09    5.33e-07
2012 06 29  0230   56107   9000     7.52e-09    5.57e-07
2012 06 29  0231   56107   9060     4.83e-09    5.20e-07
2012 06 29  0232   56107   9120     2.95e-09    4.96e-07
2012 06 29  0233   56107   9180     1.57e-09    4.80e-07
2012 06 29  0234   56107   9240     1.18e-09    4.61e-07
2012 06 29  0235   56107   9300     1.61e-09    4.51e-07
2012 06 29  0236   56107   9360     1.28e-09    4.38e-07
2012 06 29  0237   56107   9420     1.04e-09    4.32e-07
2012 06 29  0238   56107   9480     1.43e-09    4.31e-07
2012 06 29  0239   56107   9540     1.42e-09    4.25e-07
2012 06 29  0240   56107   9600     1.28e-09    4.20e-07
2012 06 29  0241   56107   9660     1.17e-09    4.20e-07
2012 06 29  0242   56107   9720     1.00e-09    4.16e-07
2012 06 29  0243   56107   9780     1.00e-09    4.11e-07
2012 06 29  0244   56107   9840     1.73e-09    4.09e-07
2012 06 29  0245   56107   9900     1.33e-09    4.06e-07
2012 06 29  0246   56107   9960     1.06e-09    4.05e-07
2012 06 29  0247   56107  10020     1.00e-09    4.13e-07
2012 06 29  0248   56107  10080     1.00e-09    4.15e-07
2012 06 29  0249   56107  10140     1.00e-09    4.08e-07
2012 06 29  0250   56107  10200     1.00e-09    4.04e-07
2012 06 29  0251   56107  10260     1.18e-09    4.02e-07
2012 06 29  0252   56107  10320     1.02e-09    4.00e-07
2012 06 29  0253   56107  10380     1.51e-09    4.11e-07
2012 06 29  0254   56107  10440     1.00e-09    4.17e-07
2012 06 29  0255   56107  10500     1.00e-09    4.35e-07
2012 06 29  0256   56107  10560     1.10e-09    4.39e-07
2012 06 29  0257   56107  10620     3.14e-09    4.70e-07
2012 06 29  0258   56107  10680     4.80e-09    5.20e-07
2012 06 29  0259   56107  10740     7.29e-09    5.41e-07
2012 06 29  0300   56107  10800     6.44e-09    5.45e-07
2012 06 29  0301   56107  10860     6.10e-09    5.37e-07
2012 06 29  0302   56107  10920     7.52e-09    5.45e-07
2012 06 29  0303   56107  10980     1.11e-08    5.84e-07
2012 06 29  0304   56107  11040     6.41e-09    5.51e-07
2012 06 29  0305   56107  11100     5.02e-09    5.23e-07
2012 06 29  0306   56107  11160     3.46e-09    4.91e-07
2012 06 29  0307   56107  11220     2.04e-09    4.59e-07
2012 06 29  0308   56107  11280     1.88e-09    4.52e-07
2012 06 29  0309   56107  11340     2.12e-09    4.43e-07
2012 06 29  0310   56107  11400     1.28e-09    4.31e-07
2012 06 29  0311   56107  11460     1.02e-09    4.28e-07
2012 06 29  0312   56107  11520     1.02e-09    4.27e-07
2012 06 29  0313   56107  11580     1.00e-09    4.22e-07
2012 06 29  0314   56107  11640     1.00e-09    4.15e-07
2012 06 29  0315   56107  11700     1.00e-09    4.09e-07
2012 06 29  0316   56107  11760     1.32e-09    4.11e-07
2012 06 29  0317   56107  11820     1.02e-09    4.17e-07
2012 06 29  0318   56107  11880     1.00e-09    4.16e-07
2012 06 29  0319   56107  11940     1.00e-09    4.10e-07
2012 06 29  0320   56107  12000     1.00e-09    4.27e-07
2012 06 29  0321   56107  12060     1.17e-09    4.31e-07
2012 06 29  0322   56107  12120     1.00e-09    4.35e-07
2012 06 29  0323   56107  12180     1.00e-09    4.29e-07
2012 06 29  0324   56107  12240     1.10e-09    4.26e-07
2012 06 29  0325   56107  12300     1.21e-09    4.31e-07
2012 06 29  0326   56107  12360     1.28e-09    4.32e-07
2012 06 29  0327   56107  12420     1.02e-09    4.36e-07
2012 06 29  0328   56107  12480     1.04e-09    4.31e-07
2012 06 29  0329   56107  12540     1.00e-09    4.31e-07
2012 06 29  0330   56107  12600     1.00e-09    4.27e-07
2012 06 29  0331   56107  12660     1.06e-09    4.26e-07
2012 06 29  0332   56107  12720     1.41e-09    4.28e-07
2012 06 29  0333   56107  12780     2.11e-09    4.37e-07
2012 06 29  0334   56107  12840     5.48e-09    4.39e-07
2012 06 29  0335   56107  12900     1.10e-08    5.14e-07
2012 06 29  0336   56107  12960     9.36e-09    5.19e-07
2012 06 29  0337   56107  13020     1.22e-08    5.45e-07
2012 06 29  0338   56107  13080     1.56e-08    5.93e-07
2012 06 29  0339   56107  13140     9.18e-09    5.51e-07
2012 06 29  0340   56107  13200     5.48e-09    4.96e-07
2012 06 29  0341   56107  13260     2.64e-09    4.72e-07
2012 06 29  0342   56107  13320     5.21e-09    4.61e-07
2012 06 29  0343   56107  13380     5.45e-09    4.63e-07
2012 06 29  0344   56107  13440     5.02e-09    4.79e-07
2012 06 29  0345   56107  13500     2.40e-09    4.83e-07
2012 06 29  0346   56107  13560     3.95e-09    4.80e-07
2012 06 29  0347   56107  13620     3.75e-09    4.72e-07
2012 06 29  0348   56107  13680     1.62e-09    4.49e-07
2012 06 29  0349   56107  13740     2.16e-09    4.35e-07
2012 06 29  0350   56107  13800     1.04e-09    4.33e-07
2012 06 29  0351   56107  13860     1.44e-09    4.46e-07
2012 06 29  0352   56107  13920     1.61e-09    4.53e-07
2012 06 29  0353   56107  13980     1.85e-09    4.64e-07
2012 06 29  0354   56107  14040     1.47e-09    4.66e-07
2012 06 29  0355   56107  14100     3.49e-09    4.61e-07
2012 06 29  0356   56107  14160     1.77e-09    4.50e-07
2012 06 29  0357   56107  14220     1.14e-09    4.39e-07
2012 06 29  0358   56107  14280     1.12e-09    4.33e-07
2012 06 29  0359   56107  14340     1.14e-09    4.22e-07
2012 06 29  0400   56107  14400     1.00e-09    4.19e-07
2012 06 29  0401   56107  14460     1.00e-09    4.13e-07
2012 06 29  0402   56107  14520     1.00e-09    4.07e-07
2012 06 29  0403   56107  14580     1.36e-09    4.07e-07
2012 06 29  0404   56107  14640     3.71e-09    4.41e-07
2012 06 29  0405   56107  14700     2.26e-09    4.47e-07
2012 06 29  0406   56107  14760     1.10e-09    4.34e-07
2012 06 29  0407   56107  14820     1.14e-09    4.46e-07
2012 06 29  0408   56107  14880     4.33e-09    4.78e-07
2012 06 29  0409   56107  14940     1.22e-09    4.43e-07
2012 06 29  0410   56107  15000     4.29e-09    4.71e-07
2012 06 29  0411   56107  15060     4.61e-08    7.23e-07
2012 06 29  0412   56107  15120     1.74e-07    1.51e-06
2012 06 29  0413   56107  15180     5.52e-07    3.18e-06
2012 06 29  0414   56107  15240     8.64e-07    4.63e-06
2012 06 29  0415   56107  15300     4.27e-07    3.26e-06
2012 06 29  0416   56107  15360     1.10e-07    1.44e-06
2012 06 29  0417   56107  15420     1.34e-07    1.25e-06
2012 06 29  0418   56107  15480     4.58e-08    8.41e-07
2012 06 29  0419   56107  15540     4.63e-09    5.13e-07
2012 06 29  0420   56107  15600     1.02e-09    4.24e-07
2012 06 29  0421   56107  15660     1.16e-09    4.07e-07
2012 06 29  0422   56107  15720     1.02e-09    3.98e-07
2012 06 29  0423   56107  15780     1.00e-09    4.09e-07
2012 06 29  0424   56107  15840     1.23e-09    4.18e-07
2012 06 29  0425   56107  15900     1.14e-09    4.11e-07
2012 06 29  0426   56107  15960     1.00e-09    4.00e-07
2012 06 29  0427   56107  16020     1.00e-09    3.95e-07
2012 06 29  0428   56107  16080     1.04e-09    3.99e-07
2012 06 29  0429   56107  16140     1.00e-09    4.05e-07
2012 06 29  0430   56107  16200     1.00e-09    4.10e-07
2012 06 29  0431   56107  16260     1.18e-09    4.16e-07
2012 06 29  0432   56107  16320     1.08e-09    4.24e-07
2012 06 29  0433   56107  16380     1.39e-09    4.11e-07
2012 06 29  0434   56107  16440     1.59e-09    4.13e-07
2012 06 29  0435   56107  16500     1.02e-09    4.28e-07
2012 06 29  0436   56107  16560     2.87e-09    4.43e-07
2012 06 29  0437   56107  16620     1.62e-09    4.48e-07
2012 06 29  0438   56107  16680     2.33e-09    4.52e-07
2012 06 29  0439   56107  16740     3.50e-09    4.76e-07
2012 06 29  0440   56107  16800     7.60e-09    5.29e-07
2012 06 29  0441   56107  16860     9.25e-09    5.21e-07
2012 06 29  0442   56107  16920     6.91e-09    5.06e-07
2012 06 29  0443   56107  16980     5.24e-09    5.00e-07
2012 06 29  0444   56107  17040     5.68e-09    5.18e-07
2012 06 29  0445   56107  17100     1.39e-08    6.10e-07
2012 06 29  0446   56107  17160     1.33e-08    6.46e-07
2012 06 29  0447   56107  17220     2.17e-09    5.11e-07
2012 06 29  0448   56107  17280     1.00e-09    4.47e-07
2012 06 29  0449   56107  17340     1.02e-09    4.43e-07
2012 06 29  0450   56107  17400     2.07e-09    4.63e-07
2012 06 29  0451   56107  17460     2.33e-09    4.77e-07
2012 06 29  0452   56107  17520     4.06e-09    4.85e-07
2012 06 29  0453   56107  17580     4.28e-09    4.83e-07
2012 06 29  0454   56107  17640     3.83e-09    4.75e-07
2012 06 29  0455   56107  17700     3.96e-09    4.71e-07
2012 06 29  0456   56107  17760     2.45e-09    4.72e-07
2012 06 29  0457   56107  17820     1.31e-09    4.66e-07
2012 06 29  0458   56107  17880     1.14e-09    4.61e-07
2012 06 29  0459   56107  17940     1.39e-09    4.61e-07
2012 06 29  0500   56107  18000     1.08e-09    4.65e-07
2012 06 29  0501   56107  18060     1.08e-09    4.67e-07
2012 06 29  0502   56107  18120     1.66e-09    4.58e-07
2012 06 29  0503   56107  18180     2.18e-09    5.15e-07
2012 06 29  0504   56107  18240     1.12e-09    4.84e-07
2012 06 29  0505   56107  18300     1.06e-09    4.67e-07
2012 06 29  0506   56107  18360     1.10e-09    4.63e-07
2012 06 29  0507   56107  18420     1.00e-09    4.54e-07
2012 06 29  0508   56107  18480     1.20e-09    4.43e-07
2012 06 29  0509   56107  18540     1.30e-09    4.35e-07
2012 06 29  0510   56107  18600     1.84e-09    4.28e-07
2012 06 29  0511   56107  18660     1.71e-09    4.30e-07
2012 06 29  0512   56107  18720     7.63e-09    4.94e-07
2012 06 29  0513   56107  18780     1.90e-08    6.06e-07
2012 06 29  0514   56107  18840     1.93e-08    6.37e-07
2012 06 29  0515   56107  18900     1.50e-08    6.25e-07
2012 06 29  0516   56107  18960     1.43e-08    6.21e-07
2012 06 29  0517   56107  19020     1.49e-08    6.29e-07
2012 06 29  0518   56107  19080     1.41e-08    6.31e-07
2012 06 29  0519   56107  19140     1.29e-08    6.17e-07
2012 06 29  0520   56107  19200     1.10e-08    5.99e-07
2012 06 29  0521   56107  19260     9.67e-09    5.99e-07
2012 06 29  0522   56107  19320     1.13e-08    6.10e-07
2012 06 29  0523   56107  19380     8.40e-09    5.89e-07
2012 06 29  0524   56107  19440     5.56e-09    5.66e-07
2012 06 29  0525   56107  19500     4.29e-09    5.55e-07
2012 06 29  0526   56107  19560     2.68e-09    5.45e-07
2012 06 29  0527   56107  19620     1.59e-09    5.33e-07
2012 06 29  0528   56107  19680     1.88e-09    5.20e-07
2012 06 29  0529   56107  19740     3.58e-09    5.06e-07
2012 06 29  0530   56107  19800     2.56e-09    4.96e-07
2012 06 29  0531   56107  19860     3.83e-09    4.92e-07
2012 06 29  0532   56107  19920     1.14e-09    4.82e-07
2012 06 29  0533   56107  19980     1.51e-09    4.74e-07
2012 06 29  0534   56107  20040     2.15e-09    4.73e-07
2012 06 29  0535   56107  20100     2.15e-09    4.73e-07
2012 06 29  0536   56107  20160     1.28e-09    4.69e-07
2012 06 29  0537   56107  20220     1.31e-09    4.73e-07
2012 06 29  0538   56107  20280     2.29e-09    4.65e-07
2012 06 29  0539   56107  20340     1.78e-09    4.51e-07
2012 06 29  0540   56107  20400     1.24e-09    4.43e-07
2012 06 29  0541   56107  20460     1.16e-09    4.38e-07
2012 06 29  0542   56107  20520     1.20e-09    4.29e-07
2012 06 29  0543   56107  20580     1.00e-09    4.29e-07
2012 06 29  0544   56107  20640     1.00e-09    4.26e-07
2012 06 29  0545   56107  20700     1.06e-09    4.24e-07
2012 06 29  0546   56107  20760     1.00e-09    4.23e-07
2012 06 29  0547   56107  20820     1.00e-09    4.22e-07
2012 06 29  0548   56107  20880     1.10e-09    4.24e-07
2012 06 29  0549   56107  20940     1.10e-09    4.23e-07
2012 06 29  0550   56107  21000     2.22e-09    4.27e-07
2012 06 29  0551   56107  21060     1.49e-09    4.32e-07
2012 06 29  0552   56107  21120     1.48e-09    4.30e-07
2012 06 29  0553   56107  21180     2.39e-09    4.61e-07
2012 06 29  0554   56107  21240     2.99e-09    4.51e-07
2012 06 29  0555   56107  21300     4.91e-09    4.58e-07
2012 06 29  0556   56107  21360     9.90e-09    5.16e-07
2012 06 29  0557   56107  21420     1.44e-08    5.63e-07
2012 06 29  0558   56107  21480     5.60e-08    8.58e-07
2012 06 29  0559   56107  21540     1.32e-07    1.30e-06
2012 06 29  0600   56107  21600     6.75e-08    1.15e-06
2012 06 29  0601   56107  21660     2.81e-08    8.76e-07
2012 06 29  0602   56107  21720     1.53e-08    7.04e-07
2012 06 29  0603   56107  21780     8.25e-09    5.55e-07
2012 06 29  0604   56107  21840     3.79e-09    4.68e-07
2012 06 29  0605   56107  21900     3.14e-09    4.60e-07
2012 06 29  0606   56107  21960     5.48e-09    4.63e-07
2012 06 29  0607   56107  22020     3.16e-09    4.60e-07
2012 06 29  0608   56107  22080     1.42e-09    4.41e-07
2012 06 29  0609   56107  22140     1.00e-09    4.17e-07
2012 06 29  0610   56107  22200     1.00e-09    4.06e-07
2012 06 29  0611   56107  22260     1.00e-09    3.94e-07
2012 06 29  0612   56107  22320     1.63e-09    3.96e-07
2012 06 29  0613   56107  22380     2.19e-09    3.98e-07
2012 06 29  0614   56107  22440     1.35e-09    3.96e-07
2012 06 29  0615   56107  22500     1.62e-09    3.96e-07
2012 06 29  0616   56107  22560     1.02e-09    3.98e-07
2012 06 29  0617   56107  22620     1.00e-09    4.07e-07
2012 06 29  0618   56107  22680     1.04e-09    4.21e-07
2012 06 29  0619   56107  22740     1.02e-09    4.36e-07
2012 06 29  0620   56107  22800     1.30e-09    4.47e-07
2012 06 29  0621   56107  22860     2.57e-09    4.57e-07
2012 06 29  0622   56107  22920     2.24e-09    4.66e-07
2012 06 29  0623   56107  22980     2.34e-09    4.88e-07
2012 06 29  0624   56107  23040     3.31e-09    5.15e-07
2012 06 29  0625   56107  23100     4.48e-09    5.34e-07
2012 06 29  0626   56107  23160     5.91e-09    5.67e-07
2012 06 29  0627   56107  23220     6.88e-09    5.94e-07
2012 06 29  0628   56107  23280     6.25e-09    6.14e-07
2012 06 29  0629   56107  23340     7.71e-09    6.30e-07
2012 06 29  0630   56107  23400     1.05e-08    6.71e-07
2012 06 29  0631   56107  23460     1.14e-08    6.88e-07
2012 06 29  0632   56107  23520     1.03e-08    6.69e-07
2012 06 29  0633   56107  23580     9.86e-09    6.67e-07
2012 06 29  0634   56107  23640     1.14e-08    6.89e-07
2012 06 29  0635   56107  23700     1.34e-08    7.39e-07
2012 06 29  0636   56107  23760     1.76e-08    7.76e-07
2012 06 29  0637   56107  23820     1.68e-08    7.83e-07
2012 06 29  0638   56107  23880     1.67e-08    7.73e-07
2012 06 29  0639   56107  23940     3.19e-08    8.78e-07
2012 06 29  0640   56107  24000     2.60e-08    8.64e-07
2012 06 29  0641   56107  24060     1.94e-08    7.99e-07
2012 06 29  0642   56107  24120     1.85e-08    7.92e-07
2012 06 29  0643   56107  24180     1.55e-08    7.84e-07
2012 06 29  0644   56107  24240     1.48e-08    7.89e-07
2012 06 29  0645   56107  24300     6.96e-08    1.19e-06
2012 06 29  0646   56107  24360     5.06e-07    3.68e-06
2012 06 29  0647   56107  24420     9.21e-07    6.20e-06
2012 06 29  0648   56107  24480     6.56e-07    5.30e-06
2012 06 29  0649   56107  24540     3.26e-07    3.62e-06
2012 06 29  0650   56107  24600     1.70e-07    2.33e-06
2012 06 29  0651   56107  24660     9.16e-08    1.65e-06
2012 06 29  0652   56107  24720     5.11e-08    1.33e-06
2012 06 29  0653   56107  24780     3.58e-08    1.15e-06
2012 06 29  0654   56107  24840     2.70e-08    1.02e-06
2012 06 29  0655   56107  24900     2.29e-08    9.74e-07
2012 06 29  0656   56107  24960     2.05e-08    9.37e-07
2012 06 29  0657   56107  25020     1.76e-08    9.03e-07
2012 06 29  0658   56107  25080     1.77e-08    8.69e-07
2012 06 29  0659   56107  25140     1.71e-08    8.56e-07
2012 06 29  0700   56107  25200     1.91e-08    8.45e-07
2012 06 29  0701   56107  25260     1.90e-08    8.40e-07
2012 06 29  0702   56107  25320     1.77e-08    8.35e-07
2012 06 29  0703   56107  25380     1.56e-08    8.31e-07
2012 06 29  0704   56107  25440     1.54e-08    8.29e-07
2012 06 29  0705   56107  25500     1.62e-08    8.26e-07
2012 06 29  0706   56107  25560     1.85e-08    8.24e-07
2012 06 29  0707   56107  25620     1.52e-08    8.25e-07
2012 06 29  0708   56107  25680     1.57e-08    8.31e-07
2012 06 29  0709   56107  25740     1.59e-08    8.32e-07
2012 06 29  0710   56107  25800     1.59e-08    8.31e-07
2012 06 29  0711   56107  25860     1.55e-08    8.27e-07
2012 06 29  0712   56107  25920     1.69e-08    8.30e-07
2012 06 29  0713   56107  25980     1.44e-08    8.28e-07
2012 06 29  0714   56107  26040     1.43e-08    8.30e-07
2012 06 29  0715   56107  26100     1.37e-08    8.33e-07
2012 06 29  0716   56107  26160     1.44e-08    8.32e-07
2012 06 29  0717   56107  26220     1.49e-08    8.24e-07
2012 06 29  0718   56107  26280     1.36e-08    8.20e-07
2012 06 29  0719   56107  26340     1.39e-08    8.20e-07
2012 06 29  0720   56107  26400     1.32e-08    8.21e-07
2012 06 29  0721   56107  26460     1.27e-08    8.15e-07
2012 06 29  0722   56107  26520     1.23e-08    8.12e-07
2012 06 29  0723   56107  26580     1.18e-08    8.13e-07
2012 06 29  0724   56107  26640     9.77e-09    8.16e-07
