:Data_list: 20120613_Gp_xr_1m.txt
:Created: 2012 Jun 14 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2012 06 13  0046   56091   2760     1.19e-08    9.17e-07
2012 06 13  0047   56091   2820     1.10e-08    9.02e-07
2012 06 13  0048   56091   2880     1.22e-08    8.98e-07
2012 06 13  0049   56091   2940     1.42e-08    8.97e-07
2012 06 13  0050   56091   3000     1.56e-08    9.06e-07
2012 06 13  0051   56091   3060     1.50e-08    9.16e-07
2012 06 13  0052   56091   3120     1.65e-08    9.36e-07
2012 06 13  0053   56091   3180     1.92e-08    9.81e-07
2012 06 13  0054   56091   3240     1.97e-08    9.95e-07
2012 06 13  0055   56091   3300     1.79e-08    9.82e-07
2012 06 13  0056   56091   3360     1.51e-08    9.41e-07
2012 06 13  0057   56091   3420     1.15e-08    9.02e-07
2012 06 13  0058   56091   3480     1.29e-08    8.93e-07
2012 06 13  0059   56091   3540     2.46e-08    9.84e-07
2012 06 13  0100   56091   3600     2.90e-08    1.04e-06
2012 06 13  0101   56091   3660     2.32e-08    1.02e-06
2012 06 13  0102   56091   3720     1.99e-08    9.86e-07
2012 06 13  0103   56091   3780     1.55e-08    9.40e-07
2012 06 13  0104   56091   3840     1.32e-08    8.99e-07
2012 06 13  0105   56091   3900     1.23e-08    8.84e-07
2012 06 13  0106   56091   3960     1.16e-08    8.70e-07
2012 06 13  0107   56091   4020     1.06e-08    8.53e-07
2012 06 13  0108   56091   4080     1.02e-08    8.44e-07
2012 06 13  0109   56091   4140     1.04e-08    8.27e-07
2012 06 13  0110   56091   4200     1.29e-08    8.21e-07
2012 06 13  0111   56091   4260     1.16e-08    8.16e-07
2012 06 13  0112   56091   4320     1.15e-08    8.09e-07
2012 06 13  0113   56091   4380     1.26e-08    7.93e-07
2012 06 13  0114   56091   4440     1.10e-08    7.82e-07
2012 06 13  0115   56091   4500     8.51e-09    7.64e-07
2012 06 13  0116   56091   4560     6.94e-09    7.53e-07
2012 06 13  0117   56091   4620     7.56e-09    7.64e-07
2012 06 13  0118   56091   4680     8.88e-09    7.72e-07
2012 06 13  0119   56091   4740     8.40e-09    7.66e-07
2012 06 13  0120   56091   4800     1.05e-08    7.50e-07
2012 06 13  0121   56091   4860     9.60e-09    7.38e-07
2012 06 13  0122   56091   4920     7.06e-09    7.20e-07
2012 06 13  0123   56091   4980     7.48e-09    7.13e-07
2012 06 13  0124   56091   5040     9.75e-09    7.16e-07
2012 06 13  0125   56091   5100     9.22e-09    7.21e-07
2012 06 13  0126   56091   5160     1.14e-08    7.27e-07
2012 06 13  0127   56091   5220     7.90e-09    7.32e-07
2012 06 13  0128   56091   5280     6.67e-09    7.30e-07
2012 06 13  0129   56091   5340     6.73e-09    7.20e-07
2012 06 13  0130   56091   5400     9.13e-09    7.16e-07
2012 06 13  0131   56091   5460     7.37e-09    7.17e-07
2012 06 13  0132   56091   5520     6.39e-09    7.18e-07
2012 06 13  0133   56091   5580     7.14e-09    7.19e-07
2012 06 13  0134   56091   5640     7.75e-09    7.16e-07
2012 06 13  0135   56091   5700     8.44e-09    7.16e-07
2012 06 13  0136   56091   5760     7.90e-09    7.14e-07
2012 06 13  0137   56091   5820     5.87e-09    7.12e-07
2012 06 13  0138   56091   5880     6.10e-09    7.18e-07
2012 06 13  0139   56091   5940     7.62e-09    7.35e-07
2012 06 13  0140   56091   6000     1.06e-08    7.29e-07
2012 06 13  0141   56091   6060     9.21e-09    7.44e-07
2012 06 13  0142   56091   6120     8.25e-09    7.51e-07
2012 06 13  0143   56091   6180     1.02e-08    7.72e-07
2012 06 13  0144   56091   6240     1.54e-08    8.17e-07
2012 06 13  0145   56091   6300     2.61e-08    9.04e-07
2012 06 13  0146   56091   6360     3.48e-08    9.91e-07
2012 06 13  0147   56091   6420     3.47e-08    1.06e-06
2012 06 13  0148   56091   6480     3.57e-08    1.10e-06
2012 06 13  0149   56091   6540     3.50e-08    1.11e-06
2012 06 13  0150   56091   6600     2.78e-08    1.08e-06
2012 06 13  0151   56091   6660     2.27e-08    1.04e-06
2012 06 13  0152   56091   6720     1.97e-08    1.00e-06
2012 06 13  0153   56091   6780     1.77e-08    9.84e-07
2012 06 13  0154   56091   6840     1.56e-08    9.58e-07
2012 06 13  0155   56091   6900     1.25e-08    9.24e-07
2012 06 13  0156   56091   6960     9.94e-09    8.80e-07
2012 06 13  0157   56091   7020     9.33e-09    8.50e-07
2012 06 13  0158   56091   7080     9.52e-09    8.21e-07
2012 06 13  0159   56091   7140     9.07e-09    8.01e-07
2012 06 13  0200   56091   7200     8.71e-09    7.84e-07
2012 06 13  0201   56091   7260     6.71e-09    7.62e-07
2012 06 13  0202   56091   7320     4.17e-09    7.52e-07
2012 06 13  0203   56091   7380     5.37e-09    7.48e-07
2012 06 13  0204   56091   7440     4.45e-09    7.36e-07
2012 06 13  0205   56091   7500     5.83e-09    7.37e-07
2012 06 13  0206   56091   7560     8.51e-09    7.47e-07
2012 06 13  0207   56091   7620     7.44e-09    7.51e-07
2012 06 13  0208   56091   7680     6.71e-09    7.43e-07
2012 06 13  0209   56091   7740     8.99e-09    7.62e-07
2012 06 13  0210   56091   7800     1.23e-08    7.88e-07
2012 06 13  0211   56091   7860     1.69e-08    8.14e-07
2012 06 13  0212   56091   7920     2.27e-08    8.48e-07
2012 06 13  0213   56091   7980     2.29e-08    8.85e-07
2012 06 13  0214   56091   8040     2.09e-08    9.01e-07
2012 06 13  0215   56091   8100     1.97e-08    8.95e-07
2012 06 13  0216   56091   8160     1.80e-08    8.99e-07
2012 06 13  0217   56091   8220     1.80e-08    9.10e-07
2012 06 13  0218   56091   8280     1.97e-08    9.27e-07
2012 06 13  0219   56091   8340     2.22e-08    9.56e-07
2012 06 13  0220   56091   8400     2.18e-08    9.92e-07
2012 06 13  0221   56091   8460     2.30e-08    1.01e-06
2012 06 13  0222   56091   8520     2.20e-08    1.02e-06
2012 06 13  0223   56091   8580     2.33e-08    1.03e-06
2012 06 13  0224   56091   8640     2.17e-08    1.03e-06
2012 06 13  0225   56091   8700     2.35e-08    1.03e-06
2012 06 13  0226   56091   8760     2.93e-08    1.12e-06
2012 06 13  0227   56091   8820     3.95e-08    1.27e-06
2012 06 13  0228   56091   8880     3.51e-08    1.25e-06
2012 06 13  0229   56091   8940     3.46e-08    1.21e-06
2012 06 13  0230   56091   9000     3.43e-08    1.18e-06
2012 06 13  0231   56091   9060     2.92e-08    1.15e-06
2012 06 13  0232   56091   9120     2.67e-08    1.11e-06
2012 06 13  0233   56091   9180     2.46e-08    1.08e-06
2012 06 13  0234   56091   9240     2.23e-08    1.05e-06
2012 06 13  0235   56091   9300     1.90e-08    1.02e-06
2012 06 13  0236   56091   9360     1.61e-08    9.92e-07
2012 06 13  0237   56091   9420     1.49e-08    9.73e-07
2012 06 13  0238   56091   9480     1.48e-08    9.66e-07
2012 06 13  0239   56091   9540     1.43e-08    9.55e-07
2012 06 13  0240   56091   9600     1.25e-08    9.39e-07
2012 06 13  0241   56091   9660     1.21e-08    9.33e-07
2012 06 13  0242   56091   9720     1.49e-08    9.39e-07
2012 06 13  0243   56091   9780     1.47e-08    9.38e-07
2012 06 13  0244   56091   9840     1.50e-08    9.31e-07
2012 06 13  0245   56091   9900     1.57e-08    9.34e-07
2012 06 13  0246   56091   9960     1.45e-08    9.42e-07
2012 06 13  0247   56091  10020     1.34e-08    9.50e-07
2012 06 13  0248   56091  10080     1.91e-08    9.55e-07
2012 06 13  0249   56091  10140     1.72e-08    9.52e-07
2012 06 13  0250   56091  10200     1.63e-08    9.47e-07
2012 06 13  0251   56091  10260     1.68e-08    9.37e-07
2012 06 13  0252   56091  10320     1.85e-08    9.34e-07
2012 06 13  0253   56091  10380     1.83e-08    9.37e-07
2012 06 13  0254   56091  10440     1.58e-08    9.23e-07
2012 06 13  0255   56091  10500     1.61e-08    9.04e-07
2012 06 13  0256   56091  10560     1.56e-08    8.91e-07
2012 06 13  0257   56091  10620     1.56e-08    8.87e-07
2012 06 13  0258   56091  10680     1.26e-08    8.75e-07
2012 06 13  0259   56091  10740     1.16e-08    8.66e-07
2012 06 13  0300   56091  10800     1.11e-08    8.62e-07
2012 06 13  0301   56091  10860     9.83e-09    8.55e-07
2012 06 13  0302   56091  10920     1.35e-08    9.35e-07
2012 06 13  0303   56091  10980     6.58e-09    8.63e-07
2012 06 13  0304   56091  11040     5.48e-09    8.42e-07
2012 06 13  0305   56091  11100     6.87e-09    8.22e-07
2012 06 13  0306   56091  11160     6.51e-09    8.07e-07
2012 06 13  0307   56091  11220     5.87e-09    7.89e-07
2012 06 13  0308   56091  11280     6.25e-09    7.81e-07
2012 06 13  0309   56091  11340     5.41e-09    7.88e-07
2012 06 13  0310   56091  11400     6.28e-09    7.85e-07
2012 06 13  0311   56091  11460     6.91e-09    7.86e-07
2012 06 13  0312   56091  11520     7.79e-09    7.99e-07
2012 06 13  0313   56091  11580     9.18e-09    8.10e-07
2012 06 13  0314   56091  11640     1.15e-08    8.65e-07
2012 06 13  0315   56091  11700     1.82e-08    9.27e-07
2012 06 13  0316   56091  11760     2.59e-08    1.00e-06
2012 06 13  0317   56091  11820     3.16e-08    1.05e-06
2012 06 13  0318   56091  11880     7.19e-08    1.33e-06
2012 06 13  0319   56091  11940     1.59e-07    1.90e-06
2012 06 13  0320   56091  12000     1.99e-07    2.23e-06
2012 06 13  0321   56091  12060     1.69e-07    2.17e-06
2012 06 13  0322   56091  12120     1.51e-07    2.01e-06
2012 06 13  0323   56091  12180     1.38e-07    1.90e-06
2012 06 13  0324   56091  12240     1.29e-07    1.83e-06
2012 06 13  0325   56091  12300     1.18e-07    1.78e-06
2012 06 13  0326   56091  12360     1.07e-07    1.75e-06
2012 06 13  0327   56091  12420     1.02e-07    1.73e-06
2012 06 13  0328   56091  12480     9.15e-08    1.69e-06
2012 06 13  0329   56091  12540     8.36e-08    1.66e-06
2012 06 13  0330   56091  12600     7.93e-08    1.62e-06
2012 06 13  0331   56091  12660     6.90e-08    1.57e-06
2012 06 13  0332   56091  12720     6.00e-08    1.51e-06
2012 06 13  0333   56091  12780     5.15e-08    1.44e-06
2012 06 13  0334   56091  12840     4.61e-08    1.40e-06
2012 06 13  0335   56091  12900     4.18e-08    1.35e-06
2012 06 13  0336   56091  12960     3.83e-08    1.30e-06
2012 06 13  0337   56091  13020     3.68e-08    1.25e-06
2012 06 13  0338   56091  13080     3.28e-08    1.20e-06
2012 06 13  0339   56091  13140     2.69e-08    1.17e-06
2012 06 13  0340   56091  13200     2.44e-08    1.12e-06
2012 06 13  0341   56091  13260     2.04e-08    1.08e-06
2012 06 13  0342   56091  13320     1.90e-08    1.05e-06
2012 06 13  0343   56091  13380     1.68e-08    1.02e-06
2012 06 13  0344   56091  13440     1.57e-08    9.91e-07
2012 06 13  0345   56091  13500     1.35e-08    9.63e-07
2012 06 13  0346   56091  13560     1.03e-08    9.35e-07
2012 06 13  0347   56091  13620     1.09e-08    9.24e-07
2012 06 13  0348   56091  13680     9.75e-09    9.01e-07
2012 06 13  0349   56091  13740     1.05e-08    8.87e-07
2012 06 13  0350   56091  13800     8.29e-09    8.69e-07
2012 06 13  0351   56091  13860     7.37e-09    8.49e-07
2012 06 13  0352   56091  13920     9.83e-09    8.32e-07
2012 06 13  0353   56091  13980     8.21e-09    8.24e-07
2012 06 13  0354   56091  14040     6.75e-09    8.11e-07
2012 06 13  0355   56091  14100     4.06e-09    8.02e-07
2012 06 13  0356   56091  14160     4.02e-09    7.90e-07
2012 06 13  0357   56091  14220     3.72e-09    7.82e-07
2012 06 13  0358   56091  14280     4.91e-09    7.75e-07
2012 06 13  0359   56091  14340     4.37e-09    7.56e-07
2012 06 13  0400   56091  14400     5.06e-09    7.46e-07
2012 06 13  0401   56091  14460     4.14e-09    7.40e-07
2012 06 13  0402   56091  14520     4.45e-09    7.38e-07
2012 06 13  0403   56091  14580     2.64e-09    7.39e-07
2012 06 13  0404   56091  14640     3.41e-09    7.42e-07
2012 06 13  0405   56091  14700     9.86e-09    7.72e-07
2012 06 13  0406   56091  14760     9.86e-09    7.98e-07
2012 06 13  0407   56091  14820     8.07e-09    8.05e-07
2012 06 13  0408   56091  14880     8.10e-09    7.97e-07
2012 06 13  0409   56091  14940     1.01e-08    8.23e-07
2012 06 13  0410   56091  15000     1.07e-08    8.34e-07
2012 06 13  0411   56091  15060     9.71e-09    8.26e-07
2012 06 13  0412   56091  15120     9.33e-09    8.18e-07
2012 06 13  0413   56091  15180     1.07e-08    8.07e-07
2012 06 13  0414   56091  15240     9.37e-09    7.90e-07
2012 06 13  0415   56091  15300     9.94e-09    7.78e-07
2012 06 13  0416   56091  15360     1.26e-08    7.78e-07
2012 06 13  0417   56091  15420     1.57e-08    8.31e-07
2012 06 13  0418   56091  15480     1.52e-08    8.41e-07
2012 06 13  0419   56091  15540     1.20e-08    8.25e-07
2012 06 13  0420   56091  15600     1.32e-08    8.15e-07
2012 06 13  0421   56091  15660     1.06e-08    8.03e-07
2012 06 13  0422   56091  15720     9.25e-09    8.03e-07
2012 06 13  0423   56091  15780     1.08e-08    8.20e-07
2012 06 13  0424   56091  15840     1.33e-08    8.35e-07
2012 06 13  0425   56091  15900     1.30e-08    8.44e-07
2012 06 13  0426   56091  15960     1.02e-08    8.35e-07
2012 06 13  0427   56091  16020     9.29e-09    8.27e-07
2012 06 13  0428   56091  16080     9.10e-09    8.13e-07
2012 06 13  0429   56091  16140     7.29e-09    7.99e-07
2012 06 13  0430   56091  16200     6.77e-09    7.89e-07
2012 06 13  0431   56091  16260     6.75e-09    7.80e-07
2012 06 13  0432   56091  16320     5.48e-09    7.64e-07
2012 06 13  0433   56091  16380     5.68e-09    7.56e-07
2012 06 13  0434   56091  16440     7.43e-09    7.44e-07
2012 06 13  0435   56091  16500     4.10e-09    7.34e-07
2012 06 13  0436   56091  16560     4.10e-09    7.30e-07
2012 06 13  0437   56091  16620     4.54e-09    7.21e-07
2012 06 13  0438   56091  16680     2.33e-09    7.03e-07
2012 06 13  0439   56091  16740     1.48e-09    6.88e-07
2012 06 13  0440   56091  16800     1.12e-09    6.76e-07
2012 06 13  0441   56091  16860     1.25e-09    6.64e-07
2012 06 13  0442   56091  16920     1.10e-09    6.56e-07
2012 06 13  0443   56091  16980     1.17e-09    6.49e-07
2012 06 13  0444   56091  17040     1.75e-09    6.43e-07
2012 06 13  0445   56091  17100     1.86e-09    6.37e-07
2012 06 13  0446   56091  17160     1.74e-09    6.31e-07
2012 06 13  0447   56091  17220     2.27e-09    6.33e-07
2012 06 13  0448   56091  17280     1.66e-09    6.25e-07
2012 06 13  0449   56091  17340     2.53e-09    6.42e-07
2012 06 13  0450   56091  17400     8.40e-09    7.15e-07
2012 06 13  0451   56091  17460     7.17e-09    6.95e-07
2012 06 13  0452   56091  17520     3.45e-09    6.49e-07
2012 06 13  0453   56091  17580     2.77e-09    6.29e-07
2012 06 13  0454   56091  17640     1.92e-09    6.23e-07
2012 06 13  0455   56091  17700     1.12e-09    6.15e-07
2012 06 13  0456   56091  17760     1.12e-09    6.10e-07
2012 06 13  0457   56091  17820     1.34e-09    6.03e-07
2012 06 13  0458   56091  17880     2.55e-09    6.08e-07
2012 06 13  0459   56091  17940     2.17e-09    6.10e-07
2012 06 13  0500   56091  18000     1.19e-09    6.17e-07
2012 06 13  0501   56091  18060     1.70e-09    6.22e-07
2012 06 13  0502   56091  18120     1.67e-09    6.24e-07
2012 06 13  0503   56091  18180     4.00e-09    6.55e-07
2012 06 13  0504   56091  18240     7.06e-09    6.95e-07
2012 06 13  0505   56091  18300     4.98e-09    6.61e-07
2012 06 13  0506   56091  18360     3.45e-09    6.38e-07
2012 06 13  0507   56091  18420     3.25e-09    6.35e-07
2012 06 13  0508   56091  18480     5.25e-09    6.42e-07
2012 06 13  0509   56091  18540     2.95e-09    6.38e-07
2012 06 13  0510   56091  18600     3.87e-09    6.35e-07
2012 06 13  0511   56091  18660     5.17e-09    6.35e-07
2012 06 13  0512   56091  18720     2.88e-09    6.34e-07
2012 06 13  0513   56091  18780     1.52e-09    6.26e-07
2012 06 13  0514   56091  18840     1.75e-09    6.29e-07
2012 06 13  0515   56091  18900     2.59e-09    6.28e-07
2012 06 13  0516   56091  18960     1.55e-09    6.23e-07
2012 06 13  0517   56091  19020     3.45e-09    6.20e-07
2012 06 13  0518   56091  19080     2.90e-09    6.25e-07
2012 06 13  0519   56091  19140     2.35e-09    6.22e-07
2012 06 13  0520   56091  19200     1.39e-09    6.23e-07
2012 06 13  0521   56091  19260     1.84e-09    6.22e-07
2012 06 13  0522   56091  19320     2.79e-09    6.16e-07
2012 06 13  0523   56091  19380     2.49e-09    6.16e-07
2012 06 13  0524   56091  19440     5.32e-09    6.24e-07
2012 06 13  0525   56091  19500     6.79e-09    6.40e-07
2012 06 13  0526   56091  19560     8.90e-09    6.46e-07
2012 06 13  0527   56091  19620     1.04e-08    6.58e-07
2012 06 13  0528   56091  19680     1.01e-08    6.68e-07
2012 06 13  0529   56091  19740     7.48e-09    6.62e-07
2012 06 13  0530   56091  19800     6.87e-09    6.57e-07
2012 06 13  0531   56091  19860     6.47e-09    6.61e-07
2012 06 13  0532   56091  19920     6.52e-09    6.66e-07
2012 06 13  0533   56091  19980     4.83e-09    6.65e-07
2012 06 13  0534   56091  20040     3.72e-09    6.61e-07
2012 06 13  0535   56091  20100     3.64e-09    6.60e-07
2012 06 13  0536   56091  20160     3.06e-09    6.55e-07
2012 06 13  0537   56091  20220     4.25e-09    6.48e-07
2012 06 13  0538   56091  20280     3.27e-09    6.45e-07
2012 06 13  0539   56091  20340     3.22e-09    6.49e-07
2012 06 13  0540   56091  20400     4.48e-09    6.67e-07
2012 06 13  0541   56091  20460     6.80e-09    6.77e-07
2012 06 13  0542   56091  20520     8.83e-09    6.89e-07
2012 06 13  0543   56091  20580     6.48e-09    6.96e-07
2012 06 13  0544   56091  20640     6.41e-09    6.99e-07
2012 06 13  0545   56091  20700     9.07e-09    7.04e-07
2012 06 13  0546   56091  20760     1.00e-08    7.14e-07
2012 06 13  0547   56091  20820     1.21e-08    7.60e-07
2012 06 13  0548   56091  20880     1.32e-08    7.86e-07
2012 06 13  0549   56091  20940     1.12e-08    7.82e-07
2012 06 13  0550   56091  21000     9.06e-09    7.79e-07
2012 06 13  0551   56091  21060     7.03e-09    7.81e-07
2012 06 13  0552   56091  21120     7.14e-09    7.84e-07
2012 06 13  0553   56091  21180     9.06e-09    8.02e-07
2012 06 13  0554   56091  21240     1.02e-08    8.16e-07
2012 06 13  0555   56091  21300     1.08e-08    8.33e-07
2012 06 13  0556   56091  21360     1.10e-08    8.50e-07
2012 06 13  0557   56091  21420     1.15e-08    8.70e-07
2012 06 13  0558   56091  21480     1.27e-08    8.90e-07
2012 06 13  0559   56091  21540     1.52e-08    9.14e-07
2012 06 13  0600   56091  21600     1.64e-08    9.33e-07
2012 06 13  0601   56091  21660     1.82e-08    9.66e-07
2012 06 13  0602   56091  21720     2.06e-08    1.00e-06
2012 06 13  0603   56091  21780     2.23e-08    1.03e-06
2012 06 13  0604   56091  21840     2.43e-08    1.08e-06
2012 06 13  0605   56091  21900     2.69e-08    1.08e-06
2012 06 13  0606   56091  21960     2.16e-08    1.07e-06
2012 06 13  0607   56091  22020     1.85e-08    1.05e-06
2012 06 13  0608   56091  22080     1.88e-08    1.03e-06
2012 06 13  0609   56091  22140     1.44e-08    1.02e-06
2012 06 13  0610   56091  22200     1.52e-08    1.02e-06
2012 06 13  0611   56091  22260     2.30e-08    1.08e-06
2012 06 13  0612   56091  22320     2.98e-08    1.15e-06
2012 06 13  0613   56091  22380     2.95e-08    1.17e-06
2012 06 13  0614   56091  22440     2.72e-08    1.17e-06
2012 06 13  0615   56091  22500     2.57e-08    1.15e-06
2012 06 13  0616   56091  22560     2.30e-08    1.14e-06
2012 06 13  0617   56091  22620     2.19e-08    1.12e-06
2012 06 13  0618   56091  22680     2.05e-08    1.12e-06
2012 06 13  0619   56091  22740     3.40e-08    1.20e-06
2012 06 13  0620   56091  22800     5.26e-08    1.34e-06
2012 06 13  0621   56091  22860     5.54e-08    1.37e-06
2012 06 13  0622   56091  22920     5.09e-08    1.36e-06
2012 06 13  0623   56091  22980     4.53e-08    1.35e-06
2012 06 13  0624   56091  23040     4.46e-08    1.33e-06
2012 06 13  0625   56091  23100     3.93e-08    1.28e-06
2012 06 13  0626   56091  23160     3.18e-08    1.22e-06
2012 06 13  0627   56091  23220     2.50e-08    1.14e-06
2012 06 13  0628   56091  23280     2.01e-08    1.08e-06
2012 06 13  0629   56091  23340     2.04e-08    1.04e-06
2012 06 13  0630   56091  23400     1.90e-08    1.01e-06
2012 06 13  0631   56091  23460     1.72e-08    9.83e-07
2012 06 13  0632   56091  23520     1.57e-08    9.62e-07
2012 06 13  0633   56091  23580     1.72e-08    9.45e-07
2012 06 13  0634   56091  23640     1.74e-08    9.15e-07
2012 06 13  0635   56091  23700     1.47e-08    8.86e-07
2012 06 13  0636   56091  23760     1.41e-08    8.58e-07
2012 06 13  0637   56091  23820     9.83e-09    8.29e-07
2012 06 13  0638   56091  23880     6.80e-09    7.95e-07
2012 06 13  0639   56091  23940     7.06e-09    7.67e-07
2012 06 13  0640   56091  24000     7.02e-09    7.52e-07
2012 06 13  0641   56091  24060     7.21e-09    7.41e-07
2012 06 13  0642   56091  24120     6.36e-09    7.21e-07
2012 06 13  0643   56091  24180     5.18e-09    7.02e-07
2012 06 13  0644   56091  24240     4.95e-09    6.84e-07
2012 06 13  0645   56091  24300     4.76e-09    6.72e-07
2012 06 13  0646   56091  24360     4.18e-09    6.64e-07
2012 06 13  0647   56091  24420     4.87e-09    6.57e-07
2012 06 13  0648   56091  24480     6.21e-09    6.58e-07
2012 06 13  0649   56091  24540     1.77e-09    6.54e-07
2012 06 13  0650   56091  24600     1.59e-09    6.49e-07
2012 06 13  0651   56091  24660     4.52e-09    6.45e-07
2012 06 13  0652   56091  24720     2.41e-09    6.39e-07
2012 06 13  0653   56091  24780     1.31e-09    6.38e-07
2012 06 13  0654   56091  24840     1.29e-09    6.45e-07
2012 06 13  0655   56091  24900     1.26e-08    7.23e-07
2012 06 13  0656   56091  24960     3.02e-08    8.70e-07
2012 06 13  0657   56091  25020     2.33e-08    8.60e-07
2012 06 13  0658   56091  25080     1.23e-08    7.73e-07
2012 06 13  0659   56091  25140     8.07e-09    7.15e-07
2012 06 13  0700   56091  25200     6.94e-09    6.85e-07
2012 06 13  0701   56091  25260     9.75e-09    6.88e-07
2012 06 13  0702   56091  25320     7.25e-09    6.74e-07
2012 06 13  0703   56091  25380     4.06e-09    6.61e-07
2012 06 13  0704   56091  25440     6.64e-09    6.63e-07
2012 06 13  0705   56091  25500     8.99e-09    6.74e-07
2012 06 13  0706   56091  25560     8.48e-09    6.67e-07
2012 06 13  0707   56091  25620     4.89e-09    6.56e-07
2012 06 13  0708   56091  25680     2.91e-09    6.41e-07
2012 06 13  0709   56091  25740     2.61e-09    6.28e-07
2012 06 13  0710   56091  25800     3.95e-09    6.28e-07
2012 06 13  0711   56091  25860     4.02e-09    6.41e-07
2012 06 13  0712   56091  25920     4.13e-09    6.50e-07
2012 06 13  0713   56091  25980     2.73e-09    6.41e-07
2012 06 13  0714   56091  26040     1.71e-09    6.25e-07
2012 06 13  0715   56091  26100     3.08e-09    6.09e-07
2012 06 13  0716   56091  26160     2.23e-09    5.99e-07
2012 06 13  0717   56091  26220     2.23e-09    5.96e-07
2012 06 13  0718   56091  26280     2.31e-09    5.98e-07
2012 06 13  0719   56091  26340     2.49e-09    6.06e-07
2012 06 13  0720   56091  26400     5.29e-09    6.37e-07
2012 06 13  0721   56091  26460     6.52e-09    6.42e-07
2012 06 13  0722   56091  26520     6.95e-09    6.25e-07
2012 06 13  0723   56091  26580     3.45e-09    6.17e-07
2012 06 13  0724   56091  26640     4.87e-09    6.21e-07
