:Data_list: 20120630_Gp_xr_1m.txt
:Created: 2012 Jul 01 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2012 06 30  0023   56108   1380     2.26e-09    5.00e-07
2012 06 30  0024   56108   1440     1.56e-09    5.01e-07
2012 06 30  0025   56108   1500     1.37e-09    4.99e-07
2012 06 30  0026   56108   1560     1.73e-09    4.92e-07
2012 06 30  0027   56108   1620     1.58e-09    4.88e-07
2012 06 30  0028   56108   1680     1.84e-09    4.80e-07
2012 06 30  0029   56108   1740     2.07e-09    4.77e-07
2012 06 30  0030   56108   1800     2.73e-09    4.71e-07
2012 06 30  0031   56108   1860     2.41e-09    4.66e-07
2012 06 30  0032   56108   1920     1.61e-09    4.65e-07
2012 06 30  0033   56108   1980     1.37e-09    4.62e-07
2012 06 30  0034   56108   2040     1.43e-09    4.59e-07
2012 06 30  0035   56108   2100     1.08e-09    4.52e-07
2012 06 30  0036   56108   2160     1.18e-09    4.48e-07
2012 06 30  0037   56108   2220     1.02e-09    4.41e-07
2012 06 30  0038   56108   2280     1.10e-09    4.37e-07
2012 06 30  0039   56108   2340     1.12e-09    4.38e-07
2012 06 30  0040   56108   2400     1.49e-09    4.36e-07
2012 06 30  0041   56108   2460     1.58e-09    4.35e-07
2012 06 30  0042   56108   2520     1.56e-09    4.31e-07
2012 06 30  0043   56108   2580     3.21e-09    4.29e-07
2012 06 30  0044   56108   2640     1.15e-09    4.31e-07
2012 06 30  0045   56108   2700     1.00e-09    4.25e-07
2012 06 30  0046   56108   2760     1.15e-09    4.16e-07
2012 06 30  0047   56108   2820     1.67e-09    4.10e-07
2012 06 30  0048   56108   2880     1.19e-09    4.07e-07
2012 06 30  0049   56108   2940     1.69e-09    4.08e-07
2012 06 30  0050   56108   3000     4.64e-09    4.34e-07
2012 06 30  0051   56108   3060     4.54e-09    4.51e-07
2012 06 30  0052   56108   3120     1.62e-08    5.66e-07
2012 06 30  0053   56108   3180     1.77e-08    6.00e-07
2012 06 30  0054   56108   3240     8.14e-09    5.59e-07
2012 06 30  0055   56108   3300     3.91e-09    5.08e-07
2012 06 30  0056   56108   3360     3.22e-09    4.93e-07
2012 06 30  0057   56108   3420     3.14e-09    4.83e-07
2012 06 30  0058   56108   3480     6.72e-09    5.17e-07
2012 06 30  0059   56108   3540     9.52e-09    5.55e-07
2012 06 30  0100   56108   3600     1.43e-08    5.88e-07
2012 06 30  0101   56108   3660     1.44e-08    5.97e-07
2012 06 30  0102   56108   3720     1.18e-08    5.95e-07
2012 06 30  0103   56108   3780     1.28e-08    5.87e-07
2012 06 30  0104   56108   3840     1.10e-08    5.80e-07
2012 06 30  0105   56108   3900     1.52e-08    6.05e-07
2012 06 30  0106   56108   3960     1.45e-08    5.99e-07
2012 06 30  0107   56108   4020     1.21e-08    5.68e-07
2012 06 30  0108   56108   4080     8.75e-09    5.40e-07
2012 06 30  0109   56108   4140     4.98e-09    5.19e-07
2012 06 30  0110   56108   4200     3.18e-09    5.07e-07
2012 06 30  0111   56108   4260     3.50e-09    5.05e-07
2012 06 30  0112   56108   4320     3.23e-09    4.84e-07
2012 06 30  0113   56108   4380     1.86e-09    4.67e-07
2012 06 30  0114   56108   4440     1.36e-09    4.61e-07
2012 06 30  0115   56108   4500     2.89e-09    4.65e-07
2012 06 30  0116   56108   4560     1.97e-09    4.71e-07
2012 06 30  0117   56108   4620     2.49e-09    4.77e-07
2012 06 30  0118   56108   4680     1.04e-09    4.66e-07
2012 06 30  0119   56108   4740     2.83e-09    4.85e-07
2012 06 30  0120   56108   4800     5.98e-09    5.36e-07
2012 06 30  0121   56108   4860     3.65e-09    5.09e-07
2012 06 30  0122   56108   4920     4.14e-09    4.94e-07
2012 06 30  0123   56108   4980     3.29e-09    4.83e-07
2012 06 30  0124   56108   5040     2.44e-09    4.66e-07
2012 06 30  0125   56108   5100     3.64e-09    4.60e-07
2012 06 30  0126   56108   5160     2.72e-09    4.53e-07
2012 06 30  0127   56108   5220     1.40e-09    4.50e-07
2012 06 30  0128   56108   5280     1.13e-09    4.51e-07
2012 06 30  0129   56108   5340     1.08e-09    4.46e-07
2012 06 30  0130   56108   5400     1.00e-09    4.36e-07
2012 06 30  0131   56108   5460     1.00e-09    4.30e-07
2012 06 30  0132   56108   5520     1.02e-09    4.22e-07
2012 06 30  0133   56108   5580     1.00e-09    4.13e-07
2012 06 30  0134   56108   5640     1.02e-09    4.09e-07
2012 06 30  0135   56108   5700     1.00e-09    4.06e-07
2012 06 30  0136   56108   5760     1.00e-09    4.04e-07
2012 06 30  0137   56108   5820     1.24e-09    4.00e-07
2012 06 30  0138   56108   5880     1.00e-09    4.01e-07
2012 06 30  0139   56108   5940     1.00e-09    3.99e-07
2012 06 30  0140   56108   6000     1.00e-09    3.99e-07
2012 06 30  0141   56108   6060     1.00e-09    3.94e-07
2012 06 30  0142   56108   6120     1.00e-09    3.89e-07
2012 06 30  0143   56108   6180     1.02e-09    3.89e-07
2012 06 30  0144   56108   6240     1.44e-09    3.91e-07
2012 06 30  0145   56108   6300     1.00e-09    3.86e-07
2012 06 30  0146   56108   6360     1.10e-09    3.87e-07
2012 06 30  0147   56108   6420     1.00e-09    3.87e-07
2012 06 30  0148   56108   6480     1.04e-09    3.92e-07
2012 06 30  0149   56108   6540     1.02e-09    4.17e-07
2012 06 30  0150   56108   6600     1.02e-09    4.27e-07
2012 06 30  0151   56108   6660     1.00e-09    4.21e-07
2012 06 30  0152   56108   6720     1.00e-09    4.10e-07
2012 06 30  0153   56108   6780     1.00e-09    4.07e-07
2012 06 30  0154   56108   6840     1.00e-09    4.08e-07
2012 06 30  0155   56108   6900     1.00e-09    4.15e-07
2012 06 30  0156   56108   6960     1.02e-09    4.29e-07
2012 06 30  0157   56108   7020     1.00e-09    4.52e-07
2012 06 30  0158   56108   7080     1.00e-09    4.55e-07
2012 06 30  0159   56108   7140     1.00e-09    4.50e-07
2012 06 30  0200   56108   7200     1.00e-09    4.42e-07
2012 06 30  0201   56108   7260     1.00e-09    4.27e-07
2012 06 30  0202   56108   7320     1.00e-09    4.17e-07
2012 06 30  0203   56108   7380     1.00e-09    4.13e-07
2012 06 30  0204   56108   7440     1.00e-09    4.06e-07
2012 06 30  0205   56108   7500     1.00e-09    4.07e-07
2012 06 30  0206   56108   7560     1.00e-09    4.07e-07
2012 06 30  0207   56108   7620     1.00e-09    4.05e-07
2012 06 30  0208   56108   7680     1.36e-09    4.04e-07
2012 06 30  0209   56108   7740     1.00e-09    3.95e-07
2012 06 30  0210   56108   7800     1.00e-09    3.88e-07
2012 06 30  0211   56108   7860     1.00e-09    3.85e-07
2012 06 30  0212   56108   7920     1.00e-09    3.92e-07
2012 06 30  0213   56108   7980     1.04e-09    4.11e-07
2012 06 30  0214   56108   8040     1.77e-09    4.22e-07
2012 06 30  0215   56108   8100     1.30e-09    4.27e-07
2012 06 30  0216   56108   8160     1.00e-09    4.32e-07
2012 06 30  0217   56108   8220     1.02e-09    4.29e-07
2012 06 30  0218   56108   8280     1.00e-09    4.23e-07
2012 06 30  0219   56108   8340     1.00e-09    4.18e-07
2012 06 30  0220   56108   8400     1.00e-09    4.18e-07
2012 06 30  0221   56108   8460     1.00e-09    4.13e-07
2012 06 30  0222   56108   8520     1.00e-09    4.11e-07
2012 06 30  0223   56108   8580     1.00e-09    4.03e-07
2012 06 30  0224   56108   8640     1.04e-09    3.97e-07
2012 06 30  0225   56108   8700     1.00e-09    3.90e-07
2012 06 30  0226   56108   8760     1.00e-09    3.86e-07
2012 06 30  0227   56108   8820     1.00e-09    3.82e-07
2012 06 30  0228   56108   8880     1.02e-09    3.79e-07
2012 06 30  0229   56108   8940     2.02e-09    3.76e-07
2012 06 30  0230   56108   9000     1.62e-09    3.77e-07
2012 06 30  0231   56108   9060     1.04e-09    3.83e-07
2012 06 30  0232   56108   9120     1.30e-09    3.98e-07
2012 06 30  0233   56108   9180     2.41e-09    4.10e-07
2012 06 30  0234   56108   9240     1.02e-09    3.92e-07
2012 06 30  0235   56108   9300     1.02e-09    3.86e-07
2012 06 30  0236   56108   9360     1.00e-09    3.89e-07
2012 06 30  0237   56108   9420     1.20e-09    3.87e-07
2012 06 30  0238   56108   9480     2.65e-09    4.23e-07
2012 06 30  0239   56108   9540     9.44e-09    5.01e-07
2012 06 30  0240   56108   9600     5.83e-09    4.71e-07
2012 06 30  0241   56108   9660     5.98e-09    4.56e-07
2012 06 30  0242   56108   9720     4.83e-09    4.42e-07
2012 06 30  0243   56108   9780     4.87e-09    4.68e-07
2012 06 30  0244   56108   9840     3.37e-09    4.83e-07
2012 06 30  0245   56108   9900     2.21e-09    4.64e-07
2012 06 30  0246   56108   9960     1.80e-09    4.59e-07
2012 06 30  0247   56108  10020     4.22e-09    4.87e-07
2012 06 30  0248   56108  10080     5.75e-09    4.98e-07
2012 06 30  0249   56108  10140     1.09e-08    5.47e-07
2012 06 30  0250   56108  10200     1.47e-08    5.87e-07
2012 06 30  0251   56108  10260     1.10e-08    5.58e-07
2012 06 30  0252   56108  10320     9.77e-09    5.41e-07
2012 06 30  0253   56108  10380     3.01e-09    5.07e-07
2012 06 30  0254   56108  10440     1.00e-09    4.71e-07
2012 06 30  0255   56108  10500     1.00e-09    4.50e-07
2012 06 30  0256   56108  10560     1.34e-09    4.42e-07
2012 06 30  0257   56108  10620     1.43e-09    4.32e-07
2012 06 30  0258   56108  10680     1.35e-09    4.21e-07
2012 06 30  0259   56108  10740     1.53e-09    4.13e-07
2012 06 30  0300   56108  10800     1.34e-09    4.10e-07
2012 06 30  0301   56108  10860     1.08e-09    4.13e-07
2012 06 30  0302   56108  10920     1.00e-09    4.10e-07
2012 06 30  0303   56108  10980     1.12e-09    4.09e-07
2012 06 30  0304   56108  11040     1.48e-09    4.09e-07
2012 06 30  0305   56108  11100     1.43e-09    4.10e-07
2012 06 30  0306   56108  11160     1.28e-09    4.10e-07
2012 06 30  0307   56108  11220     1.00e-09    4.11e-07
2012 06 30  0308   56108  11280     1.00e-09    4.10e-07
2012 06 30  0309   56108  11340     1.00e-09    4.09e-07
2012 06 30  0310   56108  11400     1.24e-09    4.06e-07
2012 06 30  0311   56108  11460     1.10e-09    4.10e-07
2012 06 30  0312   56108  11520     1.21e-09    4.04e-07
2012 06 30  0313   56108  11580     1.16e-09    3.97e-07
2012 06 30  0314   56108  11640     1.08e-09    3.90e-07
2012 06 30  0315   56108  11700     1.15e-09    3.88e-07
2012 06 30  0316   56108  11760     1.22e-09    3.82e-07
2012 06 30  0317   56108  11820     1.00e-09    3.79e-07
2012 06 30  0318   56108  11880     1.00e-09    3.78e-07
2012 06 30  0319   56108  11940     1.51e-09    3.78e-07
2012 06 30  0320   56108  12000     1.00e-09    3.79e-07
2012 06 30  0321   56108  12060     1.00e-09    3.79e-07
2012 06 30  0322   56108  12120     1.00e-09    3.90e-07
2012 06 30  0323   56108  12180     1.00e-09    3.94e-07
2012 06 30  0324   56108  12240     1.00e-09    3.96e-07
2012 06 30  0325   56108  12300     1.00e-09    3.96e-07
2012 06 30  0326   56108  12360     1.00e-09    4.04e-07
2012 06 30  0327   56108  12420     1.74e-09    4.26e-07
2012 06 30  0328   56108  12480     3.33e-09    4.45e-07
2012 06 30  0329   56108  12540     2.15e-09    4.54e-07
2012 06 30  0330   56108  12600     6.48e-09    5.21e-07
2012 06 30  0331   56108  12660     7.29e-09    5.57e-07
2012 06 30  0332   56108  12720     8.33e-09    5.61e-07
2012 06 30  0333   56108  12780     7.79e-09    5.38e-07
2012 06 30  0334   56108  12840     5.68e-09    5.06e-07
2012 06 30  0335   56108  12900     4.79e-09    4.91e-07
2012 06 30  0336   56108  12960     3.83e-09    4.87e-07
2012 06 30  0337   56108  13020     2.75e-09    4.80e-07
2012 06 30  0338   56108  13080     3.35e-09    4.75e-07
2012 06 30  0339   56108  13140     1.49e-09    4.71e-07
2012 06 30  0340   56108  13200     1.06e-09    4.72e-07
2012 06 30  0341   56108  13260     1.63e-09    4.77e-07
2012 06 30  0342   56108  13320     2.43e-09    4.81e-07
2012 06 30  0343   56108  13380     1.47e-09    4.69e-07
2012 06 30  0344   56108  13440     1.38e-09    4.67e-07
2012 06 30  0345   56108  13500     1.45e-09    4.60e-07
2012 06 30  0346   56108  13560     1.25e-09    4.56e-07
2012 06 30  0347   56108  13620     1.02e-09    4.54e-07
2012 06 30  0348   56108  13680     1.00e-09    4.53e-07
2012 06 30  0349   56108  13740     1.00e-09    4.61e-07
2012 06 30  0350   56108  13800     1.40e-09    4.68e-07
2012 06 30  0351   56108  13860     1.23e-09    4.66e-07
2012 06 30  0352   56108  13920     1.39e-09    4.53e-07
2012 06 30  0353   56108  13980     1.22e-09    4.48e-07
2012 06 30  0354   56108  14040     1.44e-09    4.47e-07
2012 06 30  0355   56108  14100     1.06e-09    4.44e-07
2012 06 30  0356   56108  14160     1.00e-09    4.40e-07
2012 06 30  0357   56108  14220     1.00e-09    4.40e-07
2012 06 30  0358   56108  14280     1.00e-09    4.36e-07
2012 06 30  0359   56108  14340     1.12e-09    4.34e-07
2012 06 30  0400   56108  14400     1.00e-09    4.31e-07
2012 06 30  0401   56108  14460     1.00e-09    4.25e-07
2012 06 30  0402   56108  14520     1.00e-09    4.21e-07
2012 06 30  0403   56108  14580     1.00e-09    4.16e-07
2012 06 30  0404   56108  14640     1.00e-09    4.21e-07
2012 06 30  0405   56108  14700     1.02e-09    4.20e-07
2012 06 30  0406   56108  14760     2.89e-09    4.15e-07
2012 06 30  0407   56108  14820     1.59e-09    4.11e-07
2012 06 30  0408   56108  14880     1.00e-09    4.07e-07
2012 06 30  0409   56108  14940     1.43e-09    4.09e-07
2012 06 30  0410   56108  15000     1.00e-09    4.08e-07
2012 06 30  0411   56108  15060     1.00e-09    4.02e-07
2012 06 30  0412   56108  15120     1.00e-09    4.08e-07
2012 06 30  0413   56108  15180     1.15e-09    4.19e-07
2012 06 30  0414   56108  15240     2.02e-09    4.35e-07
2012 06 30  0415   56108  15300     2.34e-09    4.35e-07
2012 06 30  0416   56108  15360     4.33e-09    4.32e-07
2012 06 30  0417   56108  15420     1.36e-09    4.26e-07
2012 06 30  0418   56108  15480     1.00e-09    4.19e-07
2012 06 30  0419   56108  15540     1.00e-09    4.14e-07
2012 06 30  0420   56108  15600     1.68e-09    4.25e-07
2012 06 30  0421   56108  15660     6.01e-09    5.26e-07
2012 06 30  0422   56108  15720     3.30e-09    5.12e-07
2012 06 30  0423   56108  15780     5.76e-09    5.48e-07
2012 06 30  0424   56108  15840     1.85e-09    5.40e-07
2012 06 30  0425   56108  15900     2.71e-09    5.15e-07
2012 06 30  0426   56108  15960     1.56e-09    4.86e-07
2012 06 30  0427   56108  16020     1.06e-09    4.52e-07
2012 06 30  0428   56108  16080     1.46e-09    4.37e-07
2012 06 30  0429   56108  16140     1.97e-09    4.43e-07
2012 06 30  0430   56108  16200     2.65e-09    4.42e-07
2012 06 30  0431   56108  16260     1.39e-09    4.50e-07
2012 06 30  0432   56108  16320     2.46e-09    4.61e-07
2012 06 30  0433   56108  16380     1.02e-09    4.57e-07
2012 06 30  0434   56108  16440     1.30e-09    4.63e-07
2012 06 30  0435   56108  16500     1.02e-09    4.60e-07
2012 06 30  0436   56108  16560     1.08e-09    4.63e-07
2012 06 30  0437   56108  16620     1.99e-08    5.96e-07
2012 06 30  0438   56108  16680     6.83e-08    1.02e-06
2012 06 30  0439   56108  16740     1.81e-08    6.13e-07
2012 06 30  0440   56108  16800     1.28e-08    5.54e-07
2012 06 30  0441   56108  16860     1.09e-08    5.61e-07
2012 06 30  0442   56108  16920     1.21e-08    5.67e-07
2012 06 30  0443   56108  16980     1.39e-08    5.73e-07
2012 06 30  0444   56108  17040     1.13e-08    5.80e-07
2012 06 30  0445   56108  17100     1.01e-08    5.84e-07
2012 06 30  0446   56108  17160     9.40e-09    5.86e-07
2012 06 30  0447   56108  17220     8.87e-09    5.87e-07
2012 06 30  0448   56108  17280     9.60e-09    5.85e-07
2012 06 30  0449   56108  17340     8.10e-09    5.80e-07
2012 06 30  0450   56108  17400     7.81e-09    5.82e-07
2012 06 30  0451   56108  17460     7.75e-09    5.87e-07
2012 06 30  0452   56108  17520     7.14e-09    5.84e-07
2012 06 30  0453   56108  17580     6.77e-09    5.85e-07
2012 06 30  0454   56108  17640     7.71e-09    5.83e-07
2012 06 30  0455   56108  17700     6.44e-09    5.82e-07
2012 06 30  0456   56108  17760     8.06e-09    5.85e-07
2012 06 30  0457   56108  17820     5.58e-09    5.86e-07
2012 06 30  0458   56108  17880     5.18e-09    5.87e-07
2012 06 30  0459   56108  17940     8.56e-09    5.91e-07
2012 06 30  0500   56108  18000     5.32e-09    5.92e-07
2012 06 30  0501   56108  18060     4.48e-09    5.90e-07
2012 06 30  0502   56108  18120     5.37e-09    5.87e-07
2012 06 30  0503   56108  18180     8.36e-09    5.88e-07
2012 06 30  0504   56108  18240     7.79e-09    5.95e-07
2012 06 30  0505   56108  18300     7.37e-09    5.93e-07
2012 06 30  0506   56108  18360     6.10e-09    5.94e-07
2012 06 30  0507   56108  18420     6.28e-09    6.01e-07
2012 06 30  0508   56108  18480     5.18e-09    6.03e-07
2012 06 30  0509   56108  18540     6.79e-09    5.99e-07
2012 06 30  0510   56108  18600     5.58e-09    6.02e-07
2012 06 30  0511   56108  18660     5.25e-09    5.97e-07
2012 06 30  0512   56108  18720     5.37e-09    5.93e-07
2012 06 30  0513   56108  18780     5.06e-09    5.93e-07
2012 06 30  0514   56108  18840     6.98e-09    5.89e-07
2012 06 30  0515   56108  18900     7.29e-09    5.90e-07
2012 06 30  0516   56108  18960     6.71e-09    5.92e-07
2012 06 30  0517   56108  19020     5.39e-09    5.96e-07
2012 06 30  0518   56108  19080     4.10e-09    5.97e-07
2012 06 30  0519   56108  19140     4.98e-09    5.99e-07
2012 06 30  0520   56108  19200     7.06e-09    5.98e-07
2012 06 30  0521   56108  19260     1.02e-08    6.02e-07
2012 06 30  0522   56108  19320     8.90e-09    6.01e-07
2012 06 30  0523   56108  19380     7.73e-09    6.02e-07
2012 06 30  0524   56108  19440     8.14e-09    6.12e-07
2012 06 30  0525   56108  19500     7.44e-09    6.17e-07
2012 06 30  0526   56108  19560     8.40e-09    6.27e-07
2012 06 30  0527   56108  19620     9.11e-09    6.47e-07
2012 06 30  0528   56108  19680     1.04e-08    6.68e-07
2012 06 30  0529   56108  19740     1.29e-08    6.88e-07
2012 06 30  0530   56108  19800     1.35e-08    7.07e-07
2012 06 30  0531   56108  19860     1.22e-08    7.07e-07
2012 06 30  0532   56108  19920     1.29e-08    7.15e-07
2012 06 30  0533   56108  19980     1.33e-08    7.22e-07
2012 06 30  0534   56108  20040     1.43e-08    7.29e-07
2012 06 30  0535   56108  20100     1.50e-08    7.34e-07
2012 06 30  0536   56108  20160     1.39e-08    7.26e-07
2012 06 30  0537   56108  20220     1.26e-08    7.23e-07
2012 06 30  0538   56108  20280     1.01e-08    7.21e-07
2012 06 30  0539   56108  20340     9.79e-09    7.19e-07
2012 06 30  0540   56108  20400     1.07e-08    7.17e-07
2012 06 30  0541   56108  20460     1.19e-08    7.19e-07
2012 06 30  0542   56108  20520     1.31e-08    7.41e-07
2012 06 30  0543   56108  20580     1.55e-08    7.92e-07
2012 06 30  0544   56108  20640     1.15e-08    7.71e-07
2012 06 30  0545   56108  20700     1.04e-08    7.49e-07
2012 06 30  0546   56108  20760     1.15e-08    7.50e-07
2012 06 30  0547   56108  20820     1.66e-08    7.74e-07
2012 06 30  0548   56108  20880     1.79e-08    7.93e-07
2012 06 30  0549   56108  20940     1.28e-08    7.83e-07
2012 06 30  0550   56108  21000     1.12e-08    7.65e-07
2012 06 30  0551   56108  21060     9.17e-09    7.48e-07
2012 06 30  0552   56108  21120     9.25e-09    7.32e-07
2012 06 30  0553   56108  21180     8.21e-09    7.20e-07
2012 06 30  0554   56108  21240     6.51e-09    7.07e-07
2012 06 30  0555   56108  21300     6.14e-09    6.93e-07
2012 06 30  0556   56108  21360     8.98e-09    6.84e-07
2012 06 30  0557   56108  21420     6.95e-09    6.72e-07
2012 06 30  0558   56108  21480     6.75e-09    6.61e-07
2012 06 30  0559   56108  21540     5.75e-09    6.57e-07
2012 06 30  0600   56108  21600     4.65e-09    6.52e-07
2012 06 30  0601   56108  21660     3.64e-09    6.43e-07
2012 06 30  0602   56108  21720     3.25e-09    6.35e-07
2012 06 30  0603   56108  21780     5.10e-09    6.32e-07
2012 06 30  0604   56108  21840     4.05e-09    6.21e-07
2012 06 30  0605   56108  21900     3.56e-09    6.12e-07
2012 06 30  0606   56108  21960     3.45e-09    6.11e-07
2012 06 30  0607   56108  22020     3.72e-09    6.08e-07
2012 06 30  0608   56108  22080     3.29e-09    6.06e-07
2012 06 30  0609   56108  22140     3.64e-09    6.14e-07
2012 06 30  0610   56108  22200     5.21e-09    6.32e-07
2012 06 30  0611   56108  22260     7.40e-09    6.45e-07
2012 06 30  0612   56108  22320     8.98e-09    6.62e-07
2012 06 30  0613   56108  22380     1.04e-08    6.88e-07
2012 06 30  0614   56108  22440     1.19e-08    6.97e-07
2012 06 30  0615   56108  22500     1.06e-08    7.03e-07
2012 06 30  0616   56108  22560     1.29e-08    7.12e-07
2012 06 30  0617   56108  22620     1.11e-08    7.21e-07
2012 06 30  0618   56108  22680     1.19e-08    7.33e-07
2012 06 30  0619   56108  22740     1.17e-08    7.46e-07
2012 06 30  0620   56108  22800     1.33e-08    7.57e-07
2012 06 30  0621   56108  22860     1.50e-08    7.65e-07
2012 06 30  0622   56108  22920     1.49e-08    7.81e-07
2012 06 30  0623   56108  22980     1.21e-08    7.99e-07
2012 06 30  0624   56108  23040     1.65e-08    8.21e-07
2012 06 30  0625   56108  23100     1.56e-08    8.33e-07
2012 06 30  0626   56108  23160     1.61e-08    8.36e-07
2012 06 30  0627   56108  23220     1.68e-08    8.49e-07
2012 06 30  0628   56108  23280     1.63e-08    8.52e-07
2012 06 30  0629   56108  23340     1.22e-08    8.52e-07
2012 06 30  0630   56108  23400     1.13e-08    8.45e-07
2012 06 30  0631   56108  23460     9.77e-09    8.35e-07
2012 06 30  0632   56108  23520     9.02e-09    8.32e-07
2012 06 30  0633   56108  23580     1.29e-08    8.42e-07
2012 06 30  0634   56108  23640     1.27e-08    8.29e-07
2012 06 30  0635   56108  23700     1.35e-08    8.11e-07
2012 06 30  0636   56108  23760     1.19e-08    8.04e-07
2012 06 30  0637   56108  23820     1.17e-08    7.89e-07
2012 06 30  0638   56108  23880     1.20e-08    7.88e-07
2012 06 30  0639   56108  23940     1.43e-08    7.88e-07
2012 06 30  0640   56108  24000     1.40e-08    7.88e-07
2012 06 30  0641   56108  24060     1.23e-08    7.85e-07
2012 06 30  0642   56108  24120     1.95e-08    8.72e-07
2012 06 30  0643   56108  24180     2.89e-08    9.88e-07
2012 06 30  0644   56108  24240     3.35e-08    1.00e-06
2012 06 30  0645   56108  24300     3.05e-08    1.00e-06
2012 06 30  0646   56108  24360     3.40e-08    1.04e-06
2012 06 30  0647   56108  24420     3.14e-08    1.03e-06
2012 06 30  0648   56108  24480     2.85e-08    1.02e-06
2012 06 30  0649   56108  24540     2.35e-08    9.81e-07
2012 06 30  0650   56108  24600     2.25e-08    9.44e-07
2012 06 30  0651   56108  24660     2.35e-08    9.09e-07
2012 06 30  0652   56108  24720     2.32e-08    8.86e-07
2012 06 30  0653   56108  24780     2.32e-08    8.60e-07
2012 06 30  0654   56108  24840     2.32e-08    8.34e-07
2012 06 30  0655   56108  24900     2.28e-08    8.28e-07
2012 06 30  0656   56108  24960     2.44e-08    8.29e-07
2012 06 30  0657   56108  25020     2.59e-08    8.28e-07
2012 06 30  0658   56108  25080     2.33e-08    8.21e-07
2012 06 30  0659   56108  25140     2.42e-08    8.17e-07
2012 06 30  0700   56108  25200     2.38e-08    8.16e-07
2012 06 30  0701   56108  25260     2.42e-08    8.24e-07
2012 06 30  0702   56108  25320     2.28e-08    8.23e-07
2012 06 30  0703   56108  25380     2.55e-08    8.26e-07
2012 06 30  0704   56108  25440     2.63e-08    8.29e-07
2012 06 30  0705   56108  25500     2.40e-08    8.30e-07
2012 06 30  0706   56108  25560     2.39e-08    8.28e-07
2012 06 30  0707   56108  25620     2.54e-08    8.29e-07
2012 06 30  0708   56108  25680     2.71e-08    8.35e-07
2012 06 30  0709   56108  25740     2.22e-08    8.38e-07
2012 06 30  0710   56108  25800     2.34e-08    8.44e-07
2012 06 30  0711   56108  25860     2.61e-08    8.54e-07
2012 06 30  0712   56108  25920     2.44e-08    8.70e-07
2012 06 30  0713   56108  25980     2.75e-08    8.88e-07
2012 06 30  0714   56108  26040     2.79e-08    9.01e-07
2012 06 30  0715   56108  26100     2.81e-08    9.08e-07
2012 06 30  0716   56108  26160     2.95e-08    9.17e-07
2012 06 30  0717   56108  26220     3.05e-08    9.20e-07
2012 06 30  0718   56108  26280     2.91e-08    9.25e-07
2012 06 30  0719   56108  26340     3.23e-08    9.29e-07
2012 06 30  0720   56108  26400     3.10e-08    9.32e-07
2012 06 30  0721   56108  26460     3.36e-08    9.36e-07
2012 06 30  0722   56108  26520     3.31e-08    9.35e-07
2012 06 30  0723   56108  26580     3.00e-08    9.32e-07
2012 06 30  0724   56108  26640     2.93e-08    9.30e-07
